Month,A-NLL,A-allocators,A-amusing,A-associated-items,A-async-await,A-attributes,A-bitrig,A-bsd,A-build,A-closures,A-codegen,A-collections,A-concurrency,A-const-fn,A-debuginfo,A-destructors,A-diagnostics,A-docs,A-dragonflybsd,A-dst,A-edition-2018-lints,A-frontend,A-hir,A-infrastructure,A-io,A-iterators,A-lang,A-libs,A-lifetimes,A-linkage,A-lint,A-linux,A-llvm,A-macros,A-macros-1.2,A-mir,A-openbsd,A-parallel-queries,A-parser,A-plugin,A-resolve,A-runtime,A-rust-2018-preview,A-rustbuild,A-rustdoc,A-save-analysis,A-stability,A-syntaxext,A-testsuite,A-tools,A-traits,A-typesystem,A-unicode,A-windows,A-x86_64,T-compiler,T-core,T-dev-tools,T-dev-tools-rustdoc,T-doc,T-infra,T-lang,T-libs,T-release,T-rustdoc,Unlabeled,Multi
2018-07,1830,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,12805,0,0,0,100,0,0,0,0,0,0,12,0,1,0,0,0,63,328,0,0,0,0,0,0,0,0,3346,1,0,0,0,1,0,0,0,0,0,0,3049,0,402,0,0,0,8902,183,810,6,24556,1830
2018-08,182595,0,0,0,0,0,0,0,221,0,39,0,0,0,63,0,3549,0,0,0,129,0,0,0,0,0,0,0,0,503,134,0,0,103,0,0,0,0,0,0,0,0,32,0,106,0,0,0,92,0,0,0,0,0,0,3214,0,440,0,0,0,6213,1465,0,72,103708,12121
2018-09,6919,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,1164,234,0,0,0,0,0,0,0,0,0,0,304,63,171,0,0,452,327,0,0,0,637,0,0,0,248,0,2,0,0,0,74475,0,0,0,0,0,0,7896,0,0,0,698,0,849,2340,0,68,13685,7256
2018-10,8404,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,2490,0,0,0,0,0,0,0,0,0,0,0,420,0,16,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,158,62,0,0,0,0,0,0,1956,0,128,0,447,357,535,686,0,50,30198,11964
2018-11,1087,0,0,0,0,0,0,0,0,0,0,0,0,85,113,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,571,0,157,0,0,2576,5825,94,253,1897,37058,7255
2018-12,189,0,1785,0,0,0,0,0,0,0,0,0,0,11,0,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,5,52,0,0,167,0,450,0,0,0,0,735,0,0,0,0,0,0,0,27,0,0,0,0,0,0,831,0,41,0,11,387,516,828,0,352,154771,691
2019-01,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3315,35,0,0,0,0,0,0,69,0,0,0,0,0,238,0,0,0,0,0,0,0,489,0,0,0,77,0,0,0,0,0,0,0,149,0,0,0,0,115,0,2,0,8,1445,3885,346,0,13,21370,12743
2019-02,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,563,0,1190,0,753,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19898,0,0,0,0,15192,920,2729,0,122,16563,3902
2019-03,28279,0,0,0,889,0,0,0,2,0,31,0,0,0,0,0,646,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,251,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2583,0,0,0,52,789,1446,438,0,598,14170,1523
2019-04,6207,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,432,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,40,833,8,774,0,755,14496,11561
2019-05,1185,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1051,0,0,0,4310,0,292,0,0,0,0,0,56,0,1290,0,161,0,0,0,0,0,2,0,0,0,0,1185,0,0,0,0,15,0,0,0,0,0,0,5708,0,0,0,313,1311,2355,1303,0,31,9895,11815
2019-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,73,186,7,0,0,7355,11044
