ID,additions ,deletions ,num_easy_y1,year,status
109,1.531478917,1.79181246,0.301029996,2012,new
110,0,0,0.301029996,2012,new
111,2.716837723,2.77815125,0.301029996,2012,new
112,0,0,0.301029996,2012,new
113,1.23448921,1.17691259,0.301029996,2012,new
114,0.698974,0.698974,0.301029996,2012,new
115,0.3129996,0.3129996,0.301029996,2012,new
116,3.6831243,3.221888,0.301029996,2012,new
117,1.845984,0,0.301029996,2012,new
118,2.235528447,2.511883361,0.301029996,2012,new
119,2.546542663,2.2384613,0.301029996,2012,new
120,0.3129996,0.3129996,0.301029996,2012,new
121,0,0,0.301029996,2012,new
122,0,0,0.301029996,2012,new
123,3.11561512,2.654176542,0.301029996,2012,new
124,0.6259991,0.477121255,0.301029996,2012,new
125,1.56821724,0.95424259,0.301029996,2012,new
126,3.2374314,2.597695186,0.301029996,2012,new
127,0.77815125,1,0.301029996,2012,new
128,2.972665592,1.763427994,0.301029996,2012,new
129,0.95424259,2.4921823,0.301029996,2012,new
130,0.95424259,0.95424259,0.301029996,2012,new
131,0.3129996,0.3129996,0.301029996,2012,new
132,1.27875361,1.83884991,0.301029996,2012,new
133,1.51851394,1.25527255,0.301029996,2012,new
134,2.94516485,2.2878173,0.301029996,2012,new
135,3.436162647,3.94121596,0.301029996,2012,new
136,3.12417855,3.3981554,0.301029996,2013,new
137,3.213517757,3.174573,0.301029996,2013,new
138,0.477121255,0.698974,0.301029996,2013,new
139,0,0,0.301029996,2013,new
140,1.89762791,0.845984,0.301029996,2013,new
141,2.3319657,2.718827,0.301029996,2013,new
142,2.13672567,0.9389987,0.301029996,2013,new
143,2.486943,1.633468456,0.301029996,2013,new
144,0.477121255,0,0.301029996,2013,new
145,4.229273,3.884455496,0.301029996,2013,intermediate
146,5.14481386,5.235546121,0.477121255,2013,new
147,0,0,0.301029996,2013,new
148,4.226625679,4.14213833,0.301029996,2013,new
149,2.3319657,2.2535865,0.301029996,2013,new
150,0,0,0.301029996,2013,new
151,0.3129996,0.3129996,0.301029996,2013,new
152,3.55424688,3.3168949,0.301029996,2013,new
153,2.35418439,2.64457989,0.301029996,2013,new
154,2.457881897,0,0.301029996,2013,new
155,1.491361694,0.3129996,0.301029996,2013,new
156,0.845984,0.477121255,0.301029996,2013,new
157,2.2535865,0.77815125,0.301029996,2013,new
158,0.77815125,0.77815125,0.301029996,2013,new
159,0.77815125,0.77815125,0.301029996,2013,new
160,0,0,0.301029996,2013,new
161,1.643452676,0.77815125,0.301029996,2013,new
162,0,0,0.301029996,2013,new
163,5.9961159,5.9565171,0.301029996,2013,intermediate
164,3.92388515,3.76172368,0.301029996,2013,new
165,1.86179974,1.79934549,0.301029996,2013,new
166,2.863917377,2.88885867,0.301029996,2013,new
167,3.38219721,3.186673867,0.301029996,2013,new
168,1.579783597,0.77815125,0.301029996,2013,new
169,5.263853753,5.25526768,0.301029996,2013,new
170,1.633468456,1.83258913,0.301029996,2013,new
171,1.785329835,1.62324929,0.301029996,2013,new
172,1.491361694,1.27875361,0.301029996,2013,new
173,1.55149978,0.698974,0.301029996,2013,new
174,3.33857875,3.15163253,0.301029996,2013,new
175,0.3129996,0.477121255,0.301029996,2013,new
176,0.3129996,0.3129996,0.301029996,2013,new
177,1.361727836,1.113943352,0.301029996,2013,new
178,2.64457989,1.7163344,0.301029996,2013,new
179,0.3129996,0.477121255,0.301029996,2013,new
180,2.718827,0.3129996,0.301029996,2013,new
181,3.615423953,3.25285331,0.301029996,2013,new
182,3.6195144,3.5397699,0.301029996,2013,new
183,0,0.3129996,0.301029996,2013,new
184,2.29666519,1.361727836,0.301029996,2013,new
185,0,0,0.301029996,2013,new
186,0.3129996,0.3129996,0.301029996,2013,new
187,2.374748346,1,0.301029996,2013,new
188,1.322219295,0,0.301029996,2013,new
189,0,0,0.301029996,2013,new
190,3.52391,2.21218764,0.301029996,2013,new
191,2.457881897,2.21397124,0.301029996,2013,new
192,1.51851394,0.6259991,0.301029996,2013,new
193,1.491361694,0.6259991,0.301029996,2013,new
194,1.38211242,0,0.301029996,2013,new
195,3.3418357,3.86359831,0.301029996,2013,new
196,3.16672656,3.12573931,0.301029996,2013,new
197,0.845984,0.77815125,0.301029996,2013,new
198,2.235528447,1.41392685,0.301029996,2013,new
199,1.579783597,1.56821724,0.301029996,2013,new
200,0.6259991,0.6259991,0.301029996,2013,new
201,1.361727836,1.25527255,0.301029996,2013,new
202,3.86557777,3.621176282,0.301029996,2013,new
203,0,0,0.301029996,2013,new
204,0.3129996,0.3129996,0.301029996,2013,new
205,1.14612836,1,0.301029996,2013,new
206,1.51851394,1.322219295,0.301029996,2013,new
207,1.322219295,0.698974,0.301029996,2013,new
208,2.5378443,1.995635195,0.301029996,2013,new
209,0.3129996,0.3129996,0.301029996,2013,new
210,1.74818827,2.13987986,0.301029996,2013,new
211,1.361727836,0.477121255,0.301029996,2013,new
212,2.22539282,1.414973348,0.301029996,2013,new
213,1.89762791,0.95424259,0.301029996,2013,new
214,0.3129996,0,0.301029996,2013,new
215,1.792391689,1.477121255,0.301029996,2013,new
216,4.941731,4.663323934,0.301029996,2013,new
217,1.41392685,0.3129996,0.301029996,2013,new
218,3.313656347,3.263872677,0.301029996,2013,new
219,1.531478917,1,0.301029996,2013,new
220,2.77524626,2.969113,0.301029996,2013,new
221,0,0,0.301029996,2013,new
222,3.332842267,2.88422877,0.301029996,2013,new
223,2.15533637,1.8929463,0.301029996,2013,new
224,1.24119983,1.24119983,0.301029996,2013,new
225,1.5446844,1.23448921,0.301029996,2013,new
226,1.41392685,0.77815125,0.301029996,2013,new
227,0,0,0.301029996,2013,new
228,1.51851394,1.41392685,0.301029996,2013,new
229,0.3129996,0.3129996,0.301029996,2013,new
230,0,0,0.301029996,2013,new
231,0.698974,0.3129996,0.301029996,2013,new
232,2.49968783,2.26825876,0.301029996,2013,new
233,4.83633571,4.635473694,0.301029996,2013,new
234,4.1762755,1.785329835,0.301029996,2013,new
235,4.1733339,3.8332188,0.301029996,2013,new
236,2.24119983,1.414973348,0.301029996,2013,new
237,3.697229343,3.599992178,0.301029996,2013,new
238,0.3129996,0.3129996,0.301029996,2013,new
239,3.564863,3.39128849,0.301029996,2013,new
240,5.1217896,4.658516984,0.301029996,2013,new
241,2.7785212,2.579783597,0.301029996,2013,new
242,2.463892989,1.322219295,0.301029996,2013,new
243,1.785329835,1.38211242,0.301029996,2013,new
244,2.45322979,1.913813852,0.301029996,2013,new
245,1.67297858,0,0.301029996,2013,new
246,1.25527255,0,0.301029996,2013,new
247,2.32146286,2.334453751,0.301029996,2013,new
248,2.79169649,2.22788675,0.301029996,2013,new
249,1.79181246,0,0.301029996,2013,new
250,1.491361694,0.477121255,0.301029996,2013,new
251,4.6695372,4.55732638,0.301029996,2013,new
252,3.145817714,2.936513742,0.301029996,2013,new
253,1.973127854,1.113943352,0.301029996,2013,new
254,2.83457116,2.25285331,0.301029996,2013,new
255,1.23448921,1.113943352,0.301029996,2013,new
256,0.6259991,0.477121255,0.301029996,2013,new
257,2.755874856,2.73479983,0.301029996,2013,new
258,0.3129996,0.3129996,0.301029996,2013,new
259,3.92813977,3.82212669,0.301029996,2013,new
260,1.643452676,1.643452676,0.301029996,2013,new
261,1.41392685,0,0.301029996,2013,new
262,2.888179494,2.562292864,0.301029996,2013,new
263,0.3129996,0.3129996,0.301029996,2013,new
264,2.8278537,0.3129996,0.301029996,2013,new
265,0.9389987,0.77815125,0.301029996,2013,new
266,2.35351369,2,0.301029996,2013,new
267,1.83258913,1.3129996,0.301029996,2013,new
268,5.28987889,5.23342278,0.301029996,2013,intermediate
269,3.128722284,3.14557171,0.301029996,2013,new
270,2.222716471,1.7163344,0.301029996,2013,new
271,2.431363764,2.269512944,0.301029996,2013,new
272,1.6259991,0.3129996,0.301029996,2013,new
273,2.34834863,2.2671388,0.301029996,2013,new
274,2.172997,1.612783857,0.301029996,2013,new
275,3.5137515,3.4192489,0.301029996,2013,new
276,2.442479769,2.414541,0.301029996,2013,new
277,3.974971994,3.99264187,0.301029996,2013,new
278,2.143148,1.95424259,0.301029996,2013,new
279,0,0,0.301029996,2013,new
280,2.31386722,1.7785212,0.301029996,2013,new
281,2.137545,1.763427994,0.301029996,2013,new
282,3.2535829,3.253822439,0.301029996,2013,new
283,1.968482949,0.845984,0.301029996,2013,new
284,2.419955748,0.477121255,0.301029996,2013,new
285,0,0.6259991,0.301029996,2013,new
286,3.482737,3.19578547,0.301029996,2013,new
287,2.56821724,2.29225671,0.301029996,2013,new
288,2.61172338,2.6745523,0.301029996,2013,new
289,0,0.845984,0.301029996,2013,new
290,2.824776462,2.625312451,0.301029996,2013,new
291,0,0,0.301029996,2013,new
292,0.845984,0.3129996,0.301029996,2013,new
293,0,0.698974,0.301029996,2013,new
294,4.24167974,3.8582996,0.301029996,2013,new
295,1.113943352,1.113943352,0.301029996,2013,new
296,1.56821724,1.41392685,0.301029996,2013,new
297,1.322219295,1.691968,0.301029996,2013,new
298,1.113943352,1,0.301029996,2013,new
299,1.612783857,0.6259991,0.301029996,2013,new
300,0.95424259,0.698974,0.301029996,2013,new
301,1.17691259,0,0.301029996,2013,new
302,2.474216264,0,0.301029996,2013,new
303,0,1.27875361,0.301029996,2013,new
304,3.721563318,3.77815125,0.301029996,2013,new
305,0.477121255,0.477121255,0.301029996,2013,intermediate
306,0,0,0.301029996,2013,new
307,1.968482949,1.633468456,0.301029996,2013,new
308,0,0,0.301029996,2013,new
309,2.28133367,0.6259991,0.301029996,2013,new
310,2.78393579,2.54777475,0.301029996,2013,new
311,1.397949,1.38211242,0.301029996,2013,new
312,0,0,0.301029996,2013,new
313,0,0,0.301029996,2013,new
314,1.79181246,1.41392685,0.301029996,2013,new
315,1.74818827,0,0.301029996,2013,new
316,0.6259991,1.414973348,0.301029996,2013,new
317,0.6259991,0.6259991,0.301029996,2013,new
318,2.989449818,2.89431663,0.301029996,2013,new
319,1.5446844,0.477121255,0.301029996,2013,new
320,1,0.845984,0.301029996,2013,new
321,3.112939976,3.11252917,0.301029996,2013,new
322,4.313782883,3.433289685,0.301029996,2013,new
323,3.22219646,2.963787827,0.301029996,2013,new
324,2.392696953,2.41392685,0.301029996,2013,new
325,4.586823515,4.535433376,0.301029996,2013,new
326,0,0,0.301029996,2013,new
327,0.3129996,0,0.301029996,2013,new
328,4.298765772,4.15896526,1.505149978,2013,new
329,0.95424259,1.79181246,0.301029996,2013,new
330,1.681241237,0.77815125,0.301029996,2013,new
331,2.863387,2.152288344,0.301029996,2013,new
332,0.477121255,0,0.301029996,2013,new
333,0,0,0.301029996,2013,new
334,1.14612836,0.77815125,0.301029996,2013,new
335,1.8929463,1.3129996,0.301029996,2013,new
336,1.14612836,1,0.301029996,2013,new
337,1.41392685,0.3129996,0.301029996,2013,new
338,2.12837225,0,0.301029996,2013,new
339,0.3129996,0.3129996,0.301029996,2013,new
340,3.347915187,3.248218561,0.301029996,2013,new
341,3.69931731,3.977952121,0.301029996,2013,new
342,3.96463674,3.753659647,0.301029996,2013,new
343,1.14612836,1,0.301029996,2013,new
344,2.44833717,1.968482949,0.301029996,2013,new
345,1.5446844,1.5446844,0.301029996,2013,new
346,1.579783597,1.491361694,0.301029996,2013,new
347,3.68938859,3.685831275,0.301029996,2013,new
348,1.929418926,2.137545,0.301029996,2013,new
349,0,0,0.301029996,2013,new
350,0,0,0.301029996,2013,new
351,1.939519253,1.963787827,0.301029996,2013,new
352,1.643452676,1.6259991,0.301029996,2013,new
353,1.322219295,0,0.301029996,2013,new
354,0,0,0.301029996,2013,new
355,1.5563251,1.7163344,0.301029996,2013,new
356,3.54567815,3.496652939,0.301029996,2013,new
357,2.881954971,2.84139432,0.301029996,2013,new
358,3.488691698,3.62632248,0.301029996,2013,new
359,1.25527255,1.113943352,0.301029996,2013,new
360,3.21722656,2.9196124,0.301029996,2013,new
361,2.64246452,2.396199347,0.301029996,2013,new
362,2.471291711,1.27875361,0.301029996,2013,new
363,3.44931546,3.5346265,0.301029996,2013,new
364,1.17691259,1.79181246,0.301029996,2013,new
365,3.13655349,2,0.301029996,2013,new
366,2.66865478,1.83258913,0.301029996,2013,new
367,2.989449818,3.13333768,0.301029996,2013,new
368,1.7163344,1.55149978,0.301029996,2013,new
369,2.748962861,2.13333768,0.301029996,2013,new
370,2.17261715,0.95424259,0.301029996,2013,new
371,2.184691431,2.257678575,0.301029996,2013,new
372,0,0,0.301029996,2013,intermediate
373,3.6725445,3.58939123,0.301029996,2013,new
374,4.512163891,4.385248682,0.301029996,2013,new
375,1.5916467,1.579783597,0.301029996,2013,new
376,3.79295178,3.6614345,0.698970004,2013,new
377,5.24222156,5.13242621,0.301029996,2013,new
378,3.237794993,3.98989639,0.301029996,2013,new
379,0.77815125,0.3129996,0.301029996,2013,new
380,1.477121255,1.3129996,0.301029996,2013,new
381,3.494293769,3.41912938,0.301029996,2013,new
382,1.23448921,0,0.301029996,2013,new
383,1.8929463,1.477121255,0.301029996,2013,new
384,3.6271945,2.91328392,0.301029996,2013,new
385,2.8162413,1.851258349,0.301029996,2013,new
386,2.92546779,2.87391598,0.301029996,2013,new
387,0.845984,0.845984,0.301029996,2013,new
388,2.91115769,2.745855195,0.301029996,2013,new
389,1.995635195,1,0.301029996,2013,new
390,0.9389987,0.9389987,0.301029996,2013,new
391,1.23448921,0.77815125,0.301029996,2013,new
392,2.52762991,2.2951515,0.301029996,2013,new
393,2.29225671,2.247973266,0.301029996,2013,new
394,2.6972896,2.5159262,0.301029996,2013,new
395,0,0,0.301029996,2013,new
396,3.6449378,3.557867962,0.301029996,2013,new
397,1.5563251,1.38211242,0.301029996,2013,new
398,2.57287162,2.267171728,0.301029996,2013,new
399,1.579783597,0,0.301029996,2013,new
400,2.22788675,1.929418926,0.301029996,2013,new
401,2.83258913,2.43775563,0.301029996,2013,new
402,2.6166163,2.48239965,0.301029996,2013,new
403,1.414973348,1,0.301029996,2013,new
404,1.88649725,0.9389987,0.301029996,2013,new
405,2.4487632,2.49933123,0.301029996,2013,new
406,2.4524918,1.51851394,0.301029996,2013,new
407,0,0,0.301029996,2013,new
408,1.322219295,0,0.301029996,2013,new
409,1.27875361,1.462397998,0.301029996,2013,new
410,2.2878173,2.5774918,0.301029996,2013,new
411,1.698974,1.698974,0.301029996,2013,new
412,2.31597345,2.1733339,0.301029996,2013,new
413,2.4524918,0,0.301029996,2013,new
414,3.17435597,3.1482218,0.301029996,2013,new
415,3.28668969,3.25531163,0.301029996,2013,new
416,3.76834259,3.69478636,0.301029996,2013,new
417,0.95424259,0.95424259,0.301029996,2013,new
418,0,0,0.301029996,2014,new
419,0,0,0.301029996,2014,new
420,0.477121255,0.3129996,0.301029996,2014,new
421,0.6259991,0.698974,0.301029996,2014,new
422,0,0,0.301029996,2014,new
423,0.845984,0.77815125,0.301029996,2014,new
424,0.3129996,0.3129996,0.301029996,2014,new
425,4.65131372,4.5136695,0.301029996,2014,new
426,3.793231447,3.755646219,0.301029996,2014,new
427,0,0.698974,0.301029996,2014,new
428,3.22762965,3.2576927,0.301029996,2014,new
429,3.3939267,3.23829768,0.301029996,2014,new
430,3.23197927,3.14829497,0.301029996,2014,new
431,1.3129996,0,0.301029996,2014,new
432,3.118595365,3.37824751,0.301029996,2014,new
433,2.17691259,0.3129996,0.301029996,2014,new
434,1.38211242,1.55149978,0.301029996,2014,new
435,0,0,0.301029996,2014,new
436,0,0,0.301029996,2014,new
437,0,0,0.301029996,2014,new
438,1.361727836,0,0.301029996,2014,new
439,2.37839791,2.2671388,0.301029996,2014,new
440,0,0,0.301029996,2014,new
441,0,0,0.301029996,2014,new
442,2.27184167,0.9389987,0.301029996,2014,new
443,2.33423755,1.5446844,0.301029996,2014,new
444,0.6259991,0.6259991,0.301029996,2014,new
445,1.361727836,1.113943352,0.301029996,2014,new
446,0,0,0.301029996,2014,new
447,2.86359831,1,0.301029996,2014,new
448,1.113943352,1.74362689,0.301029996,2014,new
449,0.77815125,0.9389987,0.301029996,2014,new
450,3.49933123,3.21397124,0.301029996,2014,new
451,0.9389987,0.9389987,0.301029996,2014,new
452,1.5446844,1.5563251,0.301029996,2014,new
453,0.3129996,0.3129996,0.301029996,2014,new
454,0.477121255,0,0.301029996,2014,new
455,1.691968,1.23448921,0.301029996,2014,new
456,0.77815125,0,0.301029996,2014,new
457,5.525724885,5.464751774,0.477121255,2014,new
458,2.532754379,2.45331834,0.301029996,2014,new
459,1.5446844,0.698974,0.301029996,2014,new
460,5.165128538,5.86797464,0.301029996,2014,intermediate
461,3.22488317,3.161667412,0.301029996,2014,new
462,0,0,0.301029996,2014,new
463,1.25527255,0.3129996,0.301029996,2014,new
464,1.691968,1.812913357,0.301029996,2014,intermediate
465,3.11252917,2.952381,0.301029996,2014,new
466,3.56142262,2.7355989,0.301029996,2014,new
467,1.79934549,0.77815125,0.301029996,2014,new
468,2.725911632,2.575187845,0.301029996,2014,new
469,0.77815125,0.77815125,0.301029996,2014,new
470,2.75546961,2.12837225,0.301029996,2014,new
471,1.56821724,0.3129996,0.301029996,2014,new
472,0,0,0.301029996,2014,new
473,1.944482672,1.83258913,0.301029996,2014,new
474,1.785329835,0.3129996,0.301029996,2014,new
475,0.77815125,0.77815125,0.301029996,2014,new
476,0.477121255,0.477121255,0.301029996,2014,new
477,0.6259991,0.3129996,0.301029996,2014,new
478,0.477121255,0,0.301029996,2014,new
479,2.821513528,2.667452953,0.301029996,2014,new
480,0,0.698974,0.301029996,2014,new
481,0,0.3129996,0.301029996,2014,new
482,2.862727528,2.819543936,0.301029996,2014,new
483,2.965671971,2.97346876,0.301029996,2014,new
484,1.414973348,0.95424259,0.301029996,2014,new
485,1.87561263,1.113943352,0.301029996,2014,new
486,0,0,0.301029996,2014,new
487,0.3129996,0.3129996,0.301029996,2014,new
488,0.77815125,0.77815125,0.301029996,2014,new
489,0.3129996,0,0.301029996,2014,new
490,1.51851394,1.3129996,0.301029996,2014,new
491,3.223755454,3.23633147,0.301029996,2014,new
492,1.491361694,0.698974,0.301029996,2014,new
493,2.3524818,0.477121255,0.301029996,2014,new
494,2.383815366,0.95424259,0.301029996,2014,new
495,2.68335513,2.669316881,0.477121255,2014,new
496,0.698974,0.698974,0.301029996,2014,new
497,0.3129996,0.3129996,0.301029996,2014,new
498,2.414973348,1.763427994,0.301029996,2014,new
499,2.33243846,1.5563251,0.301029996,2014,new
500,3.634174872,3.477121255,0.301029996,2014,new
501,0.9389987,1.79181246,0.301029996,2014,new
502,3.13679697,2.982723388,0.954242509,2014,new
503,4.5273247,1.491361694,0.301029996,2014,new
504,0.3129996,0.3129996,0.301029996,2014,new
505,3.649432223,3.3788317,0.84509804,2014,new
506,0.9389987,0.845984,0.301029996,2014,new
507,2.29383778,1.462397998,0.301029996,2014,new
508,0.3129996,0.3129996,0.301029996,2014,new
509,4.3444451,4.42931656,0.301029996,2014,new
510,1.27875361,1.27875361,0.301029996,2014,new
511,1.79181246,0.6259991,0.301029996,2014,new
512,1.51851394,1,0.301029996,2014,new
513,2.3729123,1.8267483,0.301029996,2014,new
514,2.33423755,1.5563251,0.301029996,2014,new
515,0.3129996,0.3129996,0.301029996,2014,new
516,1.691968,0.477121255,0.301029996,2014,new
517,0,0,0.301029996,2014,new
518,0,0,0.301029996,2014,new
519,0.77815125,0.3129996,0.301029996,2014,new
520,1.74362689,0.9389987,0.301029996,2014,new
521,1.963787827,1.95424259,0.301029996,2014,new
522,1.322219295,1.322219295,0.301029996,2014,new
523,0,0,0.301029996,2014,new
524,3.29776511,3.317227349,0.301029996,2014,new
525,1.25527255,0,0.301029996,2014,new
526,1.763427994,1.755874856,0.301029996,2014,intermediate
527,0.95424259,0.6259991,0.301029996,2014,new
528,0,0.6259991,0.301029996,2014,new
529,3.618152733,3.6777664,0.301029996,2014,new
530,0.477121255,0.477121255,0.301029996,2014,new
531,3.7736795,2.8533258,0.301029996,2014,new
532,0.3129996,0.3129996,0.301029996,2014,new
533,3.44839713,3.457881897,0.301029996,2014,new
534,1.24119983,1.25527255,0.301029996,2014,new
535,0,0,0.301029996,2014,new
536,1.38211242,1,0.301029996,2014,new
537,0,0.698974,0.301029996,2014,new
538,1.56821724,0,0.301029996,2014,new
539,0.3129996,0.3129996,0.301029996,2014,new
540,1.25527255,0,0.301029996,2014,new
541,0.477121255,0.477121255,0.301029996,2014,new
542,1,0,0.301029996,2014,new
543,3.29159826,2.59659796,1.255272505,2014,new
544,2.4321374,2.4321374,0.301029996,2014,new
545,1.755874856,1.77815125,0.301029996,2014,new
546,2.137545,1.6259991,0.477121255,2014,new
547,2.62838893,2.79181246,0.301029996,2014,new
548,0,0,0.301029996,2014,new
549,1.113943352,1.113943352,0.301029996,2014,new
550,1,0,0.477121255,2014,new
551,0,0,0.301029996,2014,new
552,1.397949,1.397949,0.301029996,2014,new
553,0.6259991,0.698974,0.301029996,2014,new
554,2.178976947,1.792391689,0.301029996,2014,new
555,0,0,0.301029996,2014,new
556,1.44715831,0.3129996,0.301029996,2014,new
557,2.12714798,1.86179974,0.301029996,2014,intermediate
558,4.238322156,4.26177998,0.477121255,2014,new
559,2.37839791,2.86172,0.301029996,2014,new
560,1.73239376,1.851258349,0.301029996,2014,new
561,2.3319657,2.93421685,0.301029996,2014,new
562,3.599924,3.62864475,0.301029996,2014,new
563,2.894869657,1.949397,0.301029996,2014,new
564,1.792391689,0.95424259,0.301029996,2014,new
565,3.592842683,3.476831629,0.301029996,2014,new
566,1.5446844,1.79181246,0.301029996,2014,new
567,2.17261715,1.342422681,0.301029996,2014,new
568,1.763427994,1.7757176,0.301029996,2014,new
569,1.79934549,0.698974,0.301029996,2014,new
570,0.3129996,0.3129996,0.301029996,2014,new
571,1.25527255,0.9389987,0.301029996,2014,new
572,2.4921823,1.531478917,0.301029996,2014,new
573,1.662757832,0,0.301029996,2014,new
574,2.13333768,0.477121255,0.301029996,2014,new
575,0,0,0.301029996,2014,new
576,2.96873535,1.653212514,0.301029996,2014,new
577,0.6259991,0.477121255,0.301029996,2014,new
578,1.74362689,1.38211242,0.602059991,2014,new
579,0.477121255,0.95424259,0.301029996,2014,new
580,0.77815125,0,0.301029996,2014,new
581,0.77815125,0.77815125,0.301029996,2014,new
582,3.981999714,3.792671789,1.204119983,2014,new
583,2.123851641,2.669784,0.301029996,2014,new
584,0.3129996,0.3129996,0.301029996,2014,new
585,2.58994961,1.79181246,0.301029996,2014,new
586,3.23663918,2.9425416,0.301029996,2014,new
587,0.477121255,1.322219295,0.301029996,2014,new
588,2.71117365,1.968482949,0.301029996,2014,new
589,1.14612836,0.845984,0.301029996,2014,new
590,0.95424259,0.6259991,0.301029996,2014,new
