to_Issue_number,Label,PR_number,Created_at,additions
48682,S-waiting-on-review,48849,2018-03-07T04:24:02Z,125
48789,S-waiting-on-bors,48849,2018-03-07T09:02:46Z,5
48848,NULL,48851,2018-03-07T09:02:46Z,14
48848,NULL,48851,2018-03-07T09:11:26Z,1
46997,T-doc,48856,2018-03-07T09:11:26Z,1
46997,T-doc,48856,2018-03-07T14:26:47Z,77
46997,T-doc,48857,2018-03-07T14:26:47Z,77
46997,T-doc,48857,2018-03-07T22:15:06Z,559
42681,NULL,48859,2018-03-07T22:15:06Z,563
42681,NULL,48859,2018-03-08T01:14:02Z,3
48856,S-waiting-on-review,48860,2018-03-08T01:14:02Z,3
48857,S-waiting-on-review,48860,2018-03-08T11:46:23Z,0
48588,S-waiting-on-review,48860,2018-03-08T13:44:36Z,0
48801,S-waiting-on-review;WG-epoch,48860,2018-03-08T19:26:03Z,43
48527,S-waiting-on-review,48860,2018-03-08T19:26:03Z,45
48856,S-waiting-on-review,48860,2018-03-08T19:26:03Z,153
48857,S-waiting-on-review,48860,2018-03-08T19:26:03Z,28
48588,S-waiting-on-review,48860,2018-03-08T19:26:03Z,28
48801,S-waiting-on-review;WG-epoch,48860,2018-03-08T19:26:03Z,995
48527,S-waiting-on-review,48860,2018-03-08T19:26:03Z,2044
48846,I-slow;WG-compiler-performance,48864,2018-03-08T19:56:10Z,207
48846,I-slow;WG-compiler-performance,48864,2018-03-08T19:56:10Z,207
39013,NULL,48874,2018-03-08T23:48:15Z,1
39013,NULL,48874,2018-03-08T23:48:15Z,8
48881,NULL,48886,2018-03-08T23:49:13Z,1
48881,NULL,48886,2018-03-08T23:49:13Z,1
48889,A-macros-2.0,48894,2018-03-09T00:12:39Z,1
48889,A-macros-2.0,48894,2018-03-09T00:12:39Z,0
35968,A-build;A-iOS;A-llvm;E-hard;I-enhancement;T-compiler;T-tools,48896,2018-03-09T01:24:24Z,0
35968,A-build;A-iOS;A-llvm;E-hard;I-enhancement;T-compiler;T-tools,48896,2018-03-09T01:24:24Z,95
48799,NULL,48897,2018-03-09T01:26:01Z,95
48755,S-waiting-on-review,48897,2018-03-09T01:26:01Z,22
48599,S-waiting-on-review,48897,2018-03-09T01:26:01Z,24
48647,S-waiting-on-review,48897,2018-03-09T01:26:01Z,10
48880,S-waiting-on-review,48897,2018-03-09T01:26:01Z,10
48295,NULL,48897,2018-03-09T01:26:01Z,0
48877,S-waiting-on-review,48897,2018-03-09T01:26:01Z,0
48799,NULL,48897,2018-03-09T01:26:01Z,72
48755,S-waiting-on-review,48897,2018-03-09T01:26:01Z,63
48599,S-waiting-on-review,48897,2018-03-09T01:26:01Z,1
48647,S-waiting-on-review,48897,2018-03-09T06:10:27Z,664
48877,S-waiting-on-review,48897,2018-03-09T06:10:27Z,2
48880,S-waiting-on-review,48897,2018-03-09T11:34:15Z,2
48295,NULL,48897,2018-03-09T11:34:15Z,0
48882,A-rustdoc,48898,2018-03-09T18:46:29Z,0
48882,A-rustdoc,48898,2018-03-09T18:46:29Z,7
48783,A-NLL;C-cleanup;WG-compiler-nll,48902,2018-03-09T21:47:31Z,0
48783,A-NLL;C-cleanup;WG-compiler-nll,48902,2018-03-09T21:47:31Z,211
41315,NULL,48908,2018-03-09T22:12:39Z,214
41315,NULL,48908,2018-03-09T22:12:39Z,1
48326,S-waiting-on-review,48909,2018-03-09T23:36:13Z,1
21903,NULL,48909,2018-03-09T23:36:13Z,132
48326,S-waiting-on-review,48909,2018-03-09T23:36:13Z,132
21903,NULL,48909,2018-03-09T23:36:13Z,1
48859,NULL,48912,2018-03-09T23:36:13Z,1
48880,S-waiting-on-review,48912,2018-03-09T23:36:13Z,63
48295,NULL,48912,2018-03-09T23:36:13Z,63
48799,NULL,48912,2018-03-09T23:36:13Z,1
48599,S-waiting-on-review,48912,2018-03-09T23:36:13Z,1
48887,NULL,48912,2018-03-09T23:36:13Z,121
48549,S-waiting-on-bors,48912,2018-03-09T23:36:13Z,121
48877,S-waiting-on-review,48912,2018-03-09T23:36:13Z,8
47388,A-diagnostics;E-needs-mentor;T-compiler;WG-compiler-nll,48914,2018-03-09T23:36:13Z,10
47388,A-diagnostics;E-needs-mentor;T-compiler;WG-compiler-nll,48914,2018-03-09T23:36:13Z,9
47388,A-diagnostics;E-needs-mentor;T-compiler;WG-compiler-nll,48914,2018-03-09T23:36:43Z,9
47388,A-diagnostics;E-needs-mentor;T-compiler;WG-compiler-nll,48914,2018-03-09T23:36:43Z,464
45846,NULL,48917,2018-03-10T04:33:23Z,465
45846,NULL,48917,2018-03-10T04:33:23Z,192
48907,NULL,48921,2018-03-10T12:39:20Z,313
48799,NULL,48921,2018-03-10T12:39:20Z,313
48599,S-waiting-on-review,48921,2018-03-10T12:48:18Z,313
48877,S-waiting-on-review,48921,2018-03-10T12:48:18Z,249
48810,S-waiting-on-review,48921,2018-03-10T12:48:18Z,246
48880,S-waiting-on-review,48921,2018-03-10T12:48:18Z,33
48295,NULL,48921,2018-03-10T13:40:38Z,44
48907,NULL,48921,2018-03-10T13:40:38Z,156
48799,NULL,48921,2018-03-10T13:40:38Z,189
48599,S-waiting-on-review,48921,2018-03-10T13:40:38Z,1
48810,S-waiting-on-review,48921,2018-03-10T13:40:38Z,1
48880,S-waiting-on-review,48921,2018-03-10T13:40:38Z,1
48295,NULL,48921,2018-03-10T13:40:38Z,27
48877,S-waiting-on-review,48921,2018-03-10T13:40:38Z,107
48216,B-RFC-approved;C-tracking-issue;T-lang,48922,2018-03-10T15:27:28Z,107
48216,B-RFC-approved;C-tracking-issue;T-lang,48922,2018-03-10T15:27:28Z,175
48295,NULL,48930,2018-03-10T15:27:28Z,161
48295,NULL,48930,2018-03-10T15:27:28Z,611
43601,T-doc,48932,2018-03-10T17:05:56Z,151
43601,T-doc,48932,2018-03-10T17:05:56Z,151
48295,NULL,48938,2018-03-10T20:15:24Z,601
48295,NULL,48938,2018-03-10T20:15:24Z,16
48589,B-RFC-approved;C-tracking-issue;T-lang,48942,2018-03-10T20:15:24Z,46
48589,B-RFC-approved;C-tracking-issue;T-lang,48942,2018-03-10T20:15:24Z,308
48636,NULL,48946,2018-03-10T20:15:24Z,367
48636,NULL,48946,2018-03-10T20:15:24Z,8
48880,S-waiting-on-review,48947,2018-03-10T20:15:24Z,73
48902,S-waiting-on-review,48947,2018-03-10T20:15:24Z,62
48810,S-waiting-on-review,48947,2018-03-10T20:15:24Z,88
48877,S-waiting-on-review,48947,2018-03-10T20:15:24Z,43
48928,S-waiting-on-bors,48947,2018-03-10T20:15:24Z,43
48934,NULL,48947,2018-03-10T20:15:24Z,1
48887,NULL,48947,2018-03-10T20:15:24Z,1
48938,NULL,48947,2018-03-10T20:15:24Z,207
48877,S-waiting-on-review,48947,2018-03-10T21:25:27Z,246
48880,S-waiting-on-review,48947,2018-03-10T21:25:27Z,26
48902,S-waiting-on-review,48947,2018-03-11T09:55:37Z,26
48810,S-waiting-on-review,48947,2018-03-11T09:55:37Z,1
48928,S-waiting-on-bors,48947,2018-03-11T11:55:51Z,1
48934,NULL,48947,2018-03-11T11:55:51Z,355
48887,NULL,48947,2018-03-11T20:18:16Z,49
48938,NULL,48947,2018-03-11T20:18:16Z,49
48944,NULL,48949,2018-03-11T22:57:55Z,384
48944,NULL,48949,2018-03-11T22:57:55Z,446
48880,S-waiting-on-review,48955,2018-03-12T01:40:37Z,450
48201,NULL,48955,2018-03-12T01:40:37Z,34
48877,S-waiting-on-review,48955,2018-03-12T01:51:32Z,130
48725,NULL,48955,2018-03-12T01:51:32Z,2
48928,S-waiting-on-bors,48955,2018-03-12T01:51:32Z,2
48705,S-waiting-on-review,48955,2018-03-12T01:51:32Z,1
48824,S-waiting-on-review,48955,2018-03-12T01:51:32Z,1
48898,S-waiting-on-bors,48955,2018-03-12T01:51:32Z,354
48934,NULL,48955,2018-03-12T01:51:32Z,378
48887,NULL,48955,2018-03-12T01:51:32Z,16
48201,NULL,48955,2018-03-12T01:51:32Z,320
48877,S-waiting-on-review,48955,2018-03-12T01:51:32Z,38
48880,S-waiting-on-review,48955,2018-03-12T01:51:32Z,38
48480,S-waiting-on-review,48955,2018-03-12T01:51:32Z,16
48928,S-waiting-on-bors,48955,2018-03-12T01:51:32Z,18
48725,NULL,48955,2018-03-12T01:51:32Z,1
48631,S-waiting-on-review,48955,2018-03-12T01:51:32Z,1
48705,S-waiting-on-review,48955,2018-03-12T01:51:32Z,5
48934,NULL,48955,2018-03-12T04:43:09Z,165
48954,S-waiting-on-review,48955,2018-03-12T04:43:09Z,134
48824,S-waiting-on-review,48955,2018-03-12T16:54:34Z,135
48887,NULL,48955,2018-03-12T16:54:34Z,156
48468,A-typesystem;T-compiler,48960,2018-03-12T16:54:34Z,156
48468,A-typesystem;T-compiler,48960,2018-03-12T16:54:34Z,59
47297,NULL,48966,2018-03-12T16:54:34Z,218
47297,NULL,48966,2018-03-12T16:54:34Z,7
48479,S-waiting-on-review,48971,2018-03-12T16:54:34Z,7
48478,NULL,48971,2018-03-12T16:54:34Z,6
48479,S-waiting-on-review,48972,2018-03-12T16:54:34Z,6
48478,NULL,48972,2018-03-12T16:54:34Z,46
44838,B-RFC-approved;T-libs,48973,2018-03-12T16:54:34Z,46
44838,B-RFC-approved;T-libs,48973,2018-03-12T16:54:34Z,109
48948,NULL,48981,2018-03-12T16:54:34Z,109
48948,NULL,48981,2018-03-12T16:54:34Z,606
48770,S-waiting-on-review,48988,2018-03-12T16:54:34Z,1
48770,S-waiting-on-review,48988,2018-03-12T16:54:34Z,1
48390,NULL,48989,2018-03-12T16:54:34Z,312
48390,NULL,48989,2018-03-12T16:54:34Z,318
48941,NULL,48990,2018-03-12T16:54:34Z,31
48982,NULL,48990,2018-03-12T16:54:34Z,93
47612,NULL,48990,2018-03-12T16:54:34Z,121
48387,NULL,48990,2018-03-12T16:54:34Z,17
48941,NULL,48990,2018-03-12T20:32:31Z,17
48982,NULL,48990,2018-03-12T20:32:31Z,1
47612,NULL,48990,2018-03-12T20:35:40Z,5
48387,NULL,48990,2018-03-12T20:35:40Z,5
48816,NULL,48993,2018-03-12T21:34:14Z,3
48816,NULL,48993,2018-03-12T21:34:14Z,3
48537,A-traits;T-compiler;WG-compiler-traits,48995,2018-03-13T01:07:15Z,8
48411,S-waiting-on-review,48995,2018-03-13T01:07:15Z,8
48537,A-traits;T-compiler;WG-compiler-traits,48995,2018-03-13T01:11:04Z,712
48411,S-waiting-on-review,48995,2018-03-13T01:11:04Z,1036
48899,A-diagnostics;C-enhancement,48997,2018-03-13T03:23:21Z,1040
48899,A-diagnostics;C-enhancement,48997,2018-03-13T03:23:21Z,27
48784,NULL,48999,2018-03-13T14:54:55Z,28
48784,NULL,48999,2018-03-13T14:54:55Z,13
32871,T-libs,49000,2018-03-13T18:25:42Z,13
44580,A-const-fn;A-typesystem;B-RFC-approved;C-tracking-issue;T-compiler;T-lang,49000,2018-03-13T18:25:42Z,18
32871,T-libs,49000,2018-03-13T18:25:42Z,32
25725,NULL,49000,2018-03-13T18:25:42Z,196
44580,A-const-fn;A-typesystem;B-RFC-approved;C-tracking-issue;T-compiler;T-lang,49000,2018-03-13T19:02:17Z,328
48987,A-incr-comp;E-mentor;I-compiletime;WG-compiler-performance,49004,2018-03-13T19:02:17Z,243
48987,A-incr-comp;E-mentor;I-compiletime;WG-compiler-performance,49004,2018-03-13T19:35:21Z,494
47574,NULL,49007,2018-03-13T19:35:21Z,141
47574,NULL,49007,2018-03-13T19:35:21Z,186
48971,S-waiting-on-bors,49008,2018-03-13T19:35:21Z,16
48993,S-waiting-on-review,49008,2018-03-13T19:35:21Z,19
48981,S-waiting-on-review,49008,2018-03-13T19:35:21Z,95
48840,S-waiting-on-review,49008,2018-03-13T19:35:21Z,95
48964,S-waiting-on-review,49008,2018-03-13T19:35:21Z,41
48831,S-waiting-on-review,49008,2018-03-13T21:06:44Z,41
48874,S-waiting-on-review,49008,2018-03-13T21:06:44Z,30
48765,S-waiting-on-review,49008,2018-03-13T21:44:45Z,30
48971,S-waiting-on-bors,49008,2018-03-13T21:44:45Z,1
48991,S-waiting-on-review,49008,2018-03-13T21:44:45Z,1
48966,NULL,49008,2018-03-13T21:44:45Z,16
48988,S-waiting-on-review,49008,2018-03-13T22:28:07Z,16
48970,S-waiting-on-review,49008,2018-03-13T22:28:07Z,68
49018,T-doc,49029,2018-03-13T23:16:46Z,68
49018,T-doc,49029,2018-03-13T23:16:46Z,3
49001,E-easy;E-mentor;WG-epoch,49035,2018-03-13T23:27:57Z,1
49001,E-easy;E-mentor;WG-epoch,49035,2018-03-13T23:27:57Z,23
48950,NULL,49039,2018-03-13T23:27:57Z,14
49038,S-waiting-on-review,49039,2018-03-13T23:27:57Z,14
48950,NULL,49039,2018-03-13T23:27:57Z,22
46541,A-impl-trait;T-compiler;WG-compiler-nll;WG-compiler-traits,49041,2018-03-14T03:25:42Z,295
46541,A-impl-trait;T-compiler;WG-compiler-nll;WG-compiler-traits,49041,2018-03-14T03:25:42Z,295
43283,A-spurious,49047,2018-03-14T05:59:53Z,191
47463,NULL,49049,2018-03-14T05:59:53Z,233
47463,NULL,49049,2018-03-14T08:29:55Z,382
48968,NULL,49050,2018-03-14T08:29:55Z,154
49042,S-waiting-on-review,49051,2018-03-14T08:29:55Z,156
48959,S-waiting-on-review,49051,2018-03-14T08:29:55Z,2
48961,S-waiting-on-review,49051,2018-03-14T08:29:55Z,2
49050,S-waiting-on-review,49051,2018-03-14T08:29:55Z,9
48853,S-waiting-on-review,49051,2018-03-14T08:29:55Z,9
48892,S-waiting-on-review,49051,2018-03-14T08:29:55Z,117
49037,S-waiting-on-review,49051,2018-03-14T08:29:55Z,117
48965,S-waiting-on-review,49051,2018-03-14T08:29:55Z,5
48922,S-waiting-on-review,49051,2018-03-14T08:29:55Z,5
48875,S-waiting-on-review,49051,2018-03-14T08:29:55Z,3
49024,S-waiting-on-review,49051,2018-03-14T23:09:57Z,9
48706,S-waiting-on-review,49051,2018-03-14T23:09:57Z,23
49007,S-waiting-on-review,49051,2018-03-15T03:35:22Z,17
48957,S-waiting-on-review,49051,2018-03-15T03:35:22Z,17
48959,S-waiting-on-review,49051,2018-03-15T06:34:54Z,14
48972,S-blocked,49051,2018-03-15T06:34:54Z,4
49042,S-waiting-on-review,49051,2018-03-15T06:34:54Z,4
49049,S-waiting-on-review;T-libs,49051,2018-03-15T09:57:23Z,1
48961,S-waiting-on-review,49051,2018-03-15T09:57:23Z,1
48983,S-waiting-on-review,49051,2018-03-15T15:18:44Z,230
48892,S-waiting-on-review,49051,2018-03-15T17:08:48Z,251
48965,S-waiting-on-review,49051,2018-03-15T17:08:48Z,546
48875,S-waiting-on-review,49051,2018-03-15T17:49:09Z,627
48922,S-waiting-on-review,49051,2018-03-15T17:49:53Z,188
49024,S-waiting-on-review,49051,2018-03-15T17:49:53Z,225
48706,S-waiting-on-review,49051,2018-03-15T17:49:53Z,6
49007,S-waiting-on-review,49051,2018-03-15T17:49:53Z,4
48957,S-waiting-on-review,49051,2018-03-15T17:49:53Z,48
48990,S-waiting-on-review,49051,2018-03-15T17:49:53Z,55
49044,NULL,49055,2018-03-15T17:49:53Z,115
49044,NULL,49055,2018-03-15T17:49:53Z,115
41574,NULL,49064,2018-03-15T17:49:53Z,5
41574,NULL,49064,2018-03-15T17:49:53Z,49
48622,NULL,49066,2018-03-15T17:49:53Z,48
48622,NULL,49066,2018-03-15T17:49:53Z,48
47326,A-incr-comp;C-enhancement;I-compiletime,49069,2018-03-15T17:49:53Z,1
47326,A-incr-comp;C-enhancement;I-compiletime,49069,2018-03-15T17:49:53Z,1
48345,NULL,49076,2018-03-15T17:49:53Z,119
48345,NULL,49076,2018-03-15T17:49:53Z,8
49074,NULL,49077,2018-03-15T17:49:53Z,8
49074,NULL,49077,2018-03-15T17:49:53Z,1
49033,I-ICE;regression-from-stable-to-nightly,49079,2018-03-15T17:49:53Z,525
49033,I-ICE;regression-from-stable-to-nightly,49079,2018-03-15T17:49:53Z,1
49081,A-const-fn;I-ICE;I-nominated;T-compiler,49079,2018-03-15T17:49:53Z,1
48888,NULL,49083,2018-03-15T17:49:53Z,135
49072,NULL,49083,2018-03-15T17:49:53Z,137
48888,NULL,49083,2018-03-15T17:49:53Z,37
49072,NULL,49083,2018-03-15T17:49:53Z,1355
49070,NULL,49088,2018-03-15T17:49:53Z,1091
49070,NULL,49088,2018-03-15T17:49:53Z,1093
44274,NULL,49090,2018-03-15T17:49:53Z,75
44237,A-build;A-rustdoc;I-nominated;T-dev-tools;T-doc,49090,2018-03-15T17:49:53Z,101
44274,NULL,49090,2018-03-15T18:35:46Z,72
44237,A-build;A-rustdoc;I-nominated;T-dev-tools;T-doc,49090,2018-03-15T18:35:46Z,69
49043,NULL,49091,2018-03-15T22:14:34Z,2044
49043,NULL,49091,2018-03-15T22:14:34Z,17
48478,NULL,49092,2018-03-15T22:41:10Z,7
48478,NULL,49092,2018-03-15T22:41:10Z,1
48829,A-build;A-rustbuild;T-infra,49094,2018-03-16T02:27:53Z,1
48829,A-build;A-rustbuild;T-infra,49094,2018-03-16T02:27:53Z,112
48826,A-spurious;O-asmjs;T-infra,49095,2018-03-16T07:54:38Z,50
48826,A-spurious;O-asmjs;T-infra,49095,2018-03-16T07:54:38Z,50
35118,B-RFC-approved;B-unstable;T-lang,49101,2018-03-16T08:02:52Z,106
35118,B-RFC-approved;B-unstable;T-lang,49101,2018-03-16T08:02:52Z,45
49040,NULL,49104,2018-03-16T09:03:37Z,225
49040,NULL,49104,2018-03-16T09:03:37Z,235
33906,NULL,49105,2018-03-16T09:03:37Z,217
33906,NULL,49105,2018-03-16T10:50:37Z,494
48943,S-waiting-on-review,49106,2018-03-16T10:50:37Z,313
48983,S-waiting-on-review,49106,2018-03-16T10:50:37Z,3
49057,S-waiting-on-review,49106,2018-03-16T10:50:37Z,5
49077,S-waiting-on-review,49106,2018-03-16T15:23:57Z,12
49083,S-waiting-on-bors,49106,2018-03-16T15:23:57Z,12
48960,S-waiting-on-bors,49106,2018-03-16T16:43:12Z,116
49055,NULL,49106,2018-03-16T16:43:12Z,199
49082,S-waiting-on-review,49106,2018-03-16T16:43:12Z,22
39658,NULL,49109,2018-03-16T16:43:12Z,22
39658,NULL,49109,2018-03-16T16:43:12Z,50
44366,NULL,49117,2018-03-16T16:43:12Z,50
44366,NULL,49117,2018-03-16T16:46:40Z,0
40895,NULL,49121,2018-03-16T16:46:40Z,0
40895,NULL,49121,2018-03-16T17:45:54Z,95
43988,NULL,49124,2018-03-16T17:45:54Z,95
41475,NULL,49124,2018-03-16T17:45:54Z,12
48989,S-waiting-on-review,49124,2018-03-16T17:45:54Z,12
41475,NULL,49124,2018-03-16T19:30:57Z,1
38356,A-macros;A-plugin;B-RFC-approved,49124,2018-03-16T19:30:57Z,4
49044,NULL,49125,2018-03-16T19:56:09Z,4
49044,NULL,49125,2018-03-16T19:56:09Z,23
32311,B-RFC-approved;T-libs,49130,2018-03-17T01:17:30Z,21
32311,B-RFC-approved;T-libs,49130,2018-03-17T01:17:30Z,85
49075,NULL,49152,2018-03-17T05:51:39Z,85
49075,NULL,49152,2018-03-17T05:51:39Z,2
48842,S-waiting-on-review,49154,2018-03-17T09:06:42Z,2
48842,S-waiting-on-review,49154,2018-03-17T09:06:42Z,2
49100,NULL,49157,2018-03-17T09:20:50Z,116
49100,NULL,49157,2018-03-17T09:20:50Z,116
48893,NULL,49158,2018-03-17T09:20:50Z,7
48893,NULL,49158,2018-03-17T09:20:50Z,7
47457,A-diagnostics;C-enhancement,49160,2018-03-17T09:20:50Z,30
47457,A-diagnostics;C-enhancement,49160,2018-03-17T09:20:50Z,30
48453,T-lang,49162,2018-03-17T09:20:50Z,396
48453,T-lang,49162,2018-03-17T09:20:50Z,586
47487,S-waiting-on-author,49169,2018-03-17T11:17:09Z,137
47487,S-waiting-on-author,49169,2018-03-17T11:17:09Z,139
49127,NULL,49170,2018-03-17T18:27:29Z,23
49127,NULL,49170,2018-03-17T18:27:29Z,99
48821,B-RFC-implemented;C-tracking-issue;T-lang,49172,2018-03-17T21:46:59Z,1152
48821,B-RFC-implemented;C-tracking-issue;T-lang,49172,2018-03-17T21:46:59Z,1152
48986,S-waiting-on-bors,49182,2018-03-18T00:21:08Z,92
48986,S-waiting-on-bors,49182,2018-03-18T00:21:08Z,60
42681,NULL,49184,2018-03-18T00:21:08Z,5
42681,NULL,49184,2018-03-18T00:21:08Z,5
48826,A-spurious;O-asmjs;T-infra,49187,2018-03-18T00:21:08Z,37
48827,A-spurious;C-tracking-issue;T-infra,49187,2018-03-18T01:11:54Z,137
48826,A-spurious;O-asmjs;T-infra,49187,2018-03-18T01:11:54Z,929
48827,A-spurious;C-tracking-issue;T-infra,49187,2018-03-18T08:44:46Z,899
49174,A-rustdoc;C-enhancement,49188,2018-03-18T08:44:46Z,185
49174,A-rustdoc;C-enhancement,49188,2018-03-18T23:04:40Z,168
49164,NULL,49189,2018-03-18T23:04:40Z,168
49164,NULL,49189,2018-03-19T00:59:47Z,27
49125,S-waiting-on-review,49190,2018-03-19T00:59:47Z,27
49166,S-waiting-on-review,49190,2018-03-19T01:20:32Z,17
48902,S-waiting-on-review,49190,2018-03-19T01:20:32Z,17
49152,S-waiting-on-review,49190,2018-03-19T01:38:17Z,118
49184,S-waiting-on-review,49190,2018-03-19T01:38:17Z,120
48810,S-waiting-on-review,49190,2018-03-19T06:03:36Z,1
49092,S-waiting-on-review,49190,2018-03-19T06:03:36Z,1
49161,S-waiting-on-bors;T-doc;T-libs,49190,2018-03-19T06:50:19Z,56
49096,NULL,49190,2018-03-19T06:50:19Z,58
48834,S-waiting-on-review,49190,2018-03-19T08:45:50Z,4
49104,S-waiting-on-review,49190,2018-03-19T08:45:50Z,5
49139,S-waiting-on-review;T-libs,49190,2018-03-19T13:12:44Z,21
46518,NULL,49190,2018-03-19T13:12:44Z,21
49004,S-waiting-on-review,49190,2018-03-19T13:35:36Z,3
48834,S-waiting-on-review,49190,2018-03-19T13:35:36Z,3
49157,NULL,49190,2018-03-19T13:46:27Z,34
49176,S-waiting-on-review,49190,2018-03-19T13:46:27Z,42
49099,S-waiting-on-review,49190,2018-03-19T17:28:47Z,1
49125,S-waiting-on-review,49190,2018-03-19T17:28:47Z,500
49166,S-waiting-on-review,49190,2018-03-19T17:28:47Z,481
49152,S-waiting-on-review,49190,2018-03-19T17:28:47Z,5
49184,S-waiting-on-review,49190,2018-03-19T19:00:10Z,5
48902,S-waiting-on-review,49190,2018-03-19T19:00:10Z,16
48810,S-waiting-on-review,49190,2018-03-19T19:43:02Z,16
49092,S-waiting-on-review,49190,2018-03-19T19:43:02Z,2
49161,S-waiting-on-bors;T-doc;T-libs,49190,2018-03-19T22:14:58Z,3
49096,NULL,49190,2018-03-19T22:14:58Z,96
48834,S-waiting-on-review,49190,2018-03-19T22:14:58Z,30
49104,S-waiting-on-review,49190,2018-03-19T22:14:58Z,49
49004,S-waiting-on-review,49190,2018-03-19T23:04:54Z,56
48834,S-waiting-on-review,49190,2018-03-19T23:04:54Z,92
49139,S-waiting-on-review;T-libs,49190,2018-03-19T23:13:04Z,92
49157,NULL,49190,2018-03-19T23:13:04Z,155
46518,NULL,49190,2018-03-19T23:15:36Z,290
49176,S-waiting-on-review,49190,2018-03-19T23:15:36Z,675
49099,S-waiting-on-review,49190,2018-03-19T23:15:36Z,1
49141,S-waiting-on-review,49190,2018-03-19T23:15:36Z,1
29893,A-docs;A-infrastructure;T-tools,49193,2018-03-19T23:15:36Z,69
29893,A-docs;A-infrastructure;T-tools,49193,2018-03-19T23:15:36Z,0
47787,NULL,49194,2018-03-19T23:15:36Z,4
49123,NULL,49196,2018-03-19T23:15:36Z,4
49171,NULL,49197,2018-03-19T23:15:36Z,4
49171,NULL,49197,2018-03-19T23:15:36Z,4
49171,NULL,49197,2018-03-19T23:15:36Z,12
49171,NULL,49197,2018-03-19T23:15:36Z,178
49153,NULL,49200,2018-03-19T23:15:36Z,172
49153,NULL,49200,2018-03-19T23:15:36Z,10
23708,NULL,49201,2018-03-19T23:15:36Z,10
23708,NULL,49201,2018-03-19T23:15:36Z,16
48895,NULL,49202,2018-03-19T23:15:36Z,16
48895,NULL,49202,2018-03-19T23:15:36Z,33
49181,NULL,49210,2018-03-19T23:15:36Z,33
49181,NULL,49210,2018-03-19T23:15:36Z,110
49177,T-compiler;WG-compiler-traits,49211,2018-03-19T23:15:36Z,4
49177,T-compiler;WG-compiler-traits,49211,2018-03-19T23:15:36Z,4
46034,NULL,49212,2018-03-19T23:15:36Z,8
46034,NULL,49212,2018-03-19T23:15:36Z,128
49219,S-waiting-on-review,49219,2018-03-19T23:15:36Z,576
49219,S-waiting-on-review,49219,2018-03-19T23:15:36Z,585
49182,S-waiting-on-review,49221,2018-03-19T23:15:36Z,4
49217,NULL,49221,2018-03-19T23:15:36Z,1
49196,NULL,49221,2018-03-19T23:15:36Z,2
42529,NULL,49222,2018-03-19T23:15:36Z,2
42529,NULL,49222,2018-03-19T23:15:36Z,19
49192,NULL,49223,2018-03-19T23:15:36Z,3
49192,NULL,49223,2018-03-19T23:15:36Z,3
34118,NULL,49224,2018-03-19T23:15:36Z,73
34118,NULL,49224,2018-03-19T23:15:36Z,118
49067,C-enhancement;S-waiting-on-review;T-libs,49229,2018-03-20T02:09:17Z,1
49067,C-enhancement;S-waiting-on-review;T-libs,49229,2018-03-20T02:09:17Z,1
48939,S-waiting-on-review,49236,2018-03-20T02:38:54Z,1
49231,S-waiting-on-review,49236,2018-03-20T03:43:27Z,1
48596,S-waiting-on-review,49236,2018-03-20T06:29:16Z,854
48624,NULL,49236,2018-03-20T06:29:16Z,53
48374,S-waiting-on-review,49236,2018-03-20T06:29:16Z,53
49093,NULL,49236,2018-03-20T06:29:16Z,7
49188,S-waiting-on-review,49236,2018-03-20T09:41:49Z,7
49189,S-waiting-on-bors,49236,2018-03-20T09:41:49Z,5
48786,S-waiting-on-review,49236,2018-03-20T09:43:23Z,3
49209,S-waiting-on-bors,49236,2018-03-20T09:43:23Z,14
49234,S-waiting-on-review,49236,2018-03-20T10:02:33Z,12
49109,S-waiting-on-review;T-libs;relnotes,49236,2018-03-20T10:02:33Z,70
49140,NULL,49236,2018-03-20T14:35:24Z,70
49211,S-waiting-on-bors,49236,2018-03-20T14:35:24Z,100
49069,S-waiting-on-review,49236,2018-03-20T14:39:38Z,7
49158,NULL,49236,2018-03-20T14:39:38Z,279
49117,S-waiting-on-review,49236,2018-03-20T15:14:46Z,14
49216,S-waiting-on-review,49236,2018-03-20T15:14:46Z,353
48939,S-waiting-on-review,49236,2018-03-20T15:30:07Z,1
48624,NULL,49236,2018-03-20T15:30:07Z,4
49231,S-waiting-on-review,49236,2018-03-20T21:56:23Z,86
48596,S-waiting-on-review,49236,2018-03-20T21:56:23Z,38
49188,S-waiting-on-review,49236,2018-03-20T22:18:34Z,7
49093,NULL,49236,2018-03-20T22:18:34Z,56
49064,S-waiting-on-review,49236,2018-03-20T22:18:34Z,1
49189,S-waiting-on-bors,49236,2018-03-20T22:52:14Z,39
48786,S-waiting-on-review,49236,2018-03-20T22:52:14Z,818
49209,S-waiting-on-bors,49236,2018-03-20T22:52:14Z,11
49234,S-waiting-on-review,49236,2018-03-20T22:52:14Z,244
49203,S-waiting-on-review,49236,2018-03-20T23:03:21Z,1295
49109,S-waiting-on-review;T-libs;relnotes,49236,2018-03-20T23:03:21Z,9
49140,NULL,49236,2018-03-20T23:18:23Z,17
49158,NULL,49236,2018-03-20T23:18:23Z,255
49211,S-waiting-on-bors,49236,2018-03-21T07:06:27Z,31
49069,S-waiting-on-review,49236,2018-03-21T07:06:27Z,3
49029,S-waiting-on-review,49236,2018-03-21T14:23:10Z,32
