pr,number,open,additions
pr,41955,2017-05-12T16:08:38Z,42
pr,41957,2017-05-12T18:14:43Z,498
pr,41957,2017-05-12T18:14:43Z,504
pr,41958,2017-05-12T18:43:07Z,175
pr,41958,2017-05-12T18:43:07Z,245
pr,41959,2017-05-12T18:48:53Z,31
pr,41959,2017-05-12T18:48:53Z,155305
pr,41961,2017-05-12T19:31:02Z,32
pr,41961,2017-05-12T19:31:02Z,103
pr,41965,2017-05-13T00:57:39Z,475
pr,41965,2017-05-13T00:57:39Z,475
pr,41967,2017-05-13T05:36:49Z,0
pr,41967,2017-05-13T05:36:49Z,0
pr,41967,2017-05-13T05:36:49Z,0
pr,41968,2017-05-13T10:17:21Z,250
pr,41968,2017-05-13T10:17:21Z,190
pr,41969,2017-05-13T12:08:25Z,1
pr,41969,2017-05-13T12:08:25Z,1
pr,41971,2017-05-13T14:02:47Z,10
pr,41971,2017-05-13T14:02:47Z,10
pr,41972,2017-05-13T14:04:50Z,97
pr,41973,2017-05-13T15:43:42Z,844577
pr,41975,2017-05-13T17:13:17Z,20
pr,41975,2017-05-13T17:13:17Z,20
pr,41977,2017-05-13T17:58:00Z,199
pr,41978,2017-05-13T18:08:22Z,1
pr,41978,2017-05-13T18:08:22Z,1
pr,41979,2017-05-13T18:26:12Z,2
pr,41979,2017-05-13T18:26:12Z,2
pr,41980,2017-05-13T19:23:26Z,22
pr,41980,2017-05-13T19:23:26Z,22
pr,41981,2017-05-13T19:24:31Z,28
pr,41981,2017-05-13T19:24:31Z,25
pr,41982,2017-05-13T19:44:57Z,23
pr,41982,2017-05-13T19:44:57Z,22
pr,41983,2017-05-13T19:45:03Z,7
pr,41983,2017-05-13T19:45:03Z,7
pr,41987,2017-05-14T02:55:14Z,196
pr,41989,2017-05-14T04:20:01Z,5
pr,41989,2017-05-14T04:20:01Z,4
pr,41990,2017-05-14T12:49:49Z,14
pr,41990,2017-05-14T12:49:49Z,29
pr,41991,2017-05-14T13:15:04Z,361
pr,41991,2017-05-14T13:15:04Z,406
pr,41992,2017-05-14T17:11:05Z,45
pr,41992,2017-05-14T17:11:05Z,45
pr,41994,2017-05-14T17:47:42Z,38
pr,41994,2017-05-14T17:47:42Z,38
pr,41995,2017-05-14T18:34:43Z,30
pr,41995,2017-05-14T18:34:43Z,30
pr,41996,2017-05-14T19:42:19Z,2
pr,41996,2017-05-14T19:42:19Z,1
pr,41999,2017-05-14T21:53:47Z,118
pr,41999,2017-05-14T21:53:47Z,118
pr,42001,2017-05-15T00:06:24Z,8
pr,42001,2017-05-15T00:06:24Z,8
pr,42002,2017-05-15T01:34:10Z,222
pr,42002,2017-05-15T01:34:10Z,72
pr,42005,2017-05-15T09:28:59Z,36
pr,42005,2017-05-15T09:28:59Z,36
pr,42006,2017-05-15T09:49:32Z,18
pr,42006,2017-05-15T09:49:32Z,18
pr,42010,2017-05-15T15:20:44Z,634
pr,42011,2017-05-15T15:23:02Z,5
pr,42011,2017-05-15T15:23:02Z,2
pr,42012,2017-05-15T15:25:37Z,534
pr,42014,2017-05-15T16:23:46Z,0
pr,42014,2017-05-15T16:23:46Z,0
pr,42015,2017-05-15T19:03:08Z,427
pr,42015,2017-05-15T19:03:08Z,253
pr,42016,2017-05-15T20:16:24Z,7
pr,42016,2017-05-15T20:16:24Z,5
pr,42017,2017-05-15T20:18:20Z,4
pr,42017,2017-05-15T20:18:20Z,3
pr,42020,2017-05-15T22:55:04Z,1
pr,42020,2017-05-15T22:55:04Z,1
pr,42022,2017-05-16T01:28:43Z,348
pr,42022,2017-05-16T01:28:43Z,348
pr,42023,2017-05-16T01:32:39Z,154
pr,42023,2017-05-16T01:32:39Z,147
pr,42024,2017-05-16T03:57:14Z,21
pr,42024,2017-05-16T03:57:14Z,23
pr,42027,2017-05-16T07:39:25Z,58
pr,42027,2017-05-16T07:39:25Z,39
pr,42028,2017-05-16T07:56:16Z,1
pr,42032,2017-05-16T11:43:22Z,426
pr,42033,2017-05-16T11:47:08Z,349
pr,42033,2017-05-16T11:47:08Z,438
pr,42037,2017-05-16T13:59:35Z,66
pr,42037,2017-05-16T13:59:35Z,58
pr,42038,2017-05-16T14:18:37Z,158
pr,42039,2017-05-16T14:57:44Z,1
pr,42039,2017-05-16T14:57:44Z,1
pr,42040,2017-05-16T14:59:46Z,1
pr,42040,2017-05-16T14:59:46Z,1
pr,42041,2017-05-16T15:23:47Z,2
pr,42041,2017-05-16T15:23:47Z,2
pr,42046,2017-05-16T20:01:48Z,2
pr,42046,2017-05-16T20:01:48Z,2
pr,42049,2017-05-16T23:31:53Z,617
pr,42049,2017-05-16T23:31:53Z,617
pr,42052,2017-05-17T08:36:43Z,198
pr,42052,2017-05-17T08:36:43Z,198
pr,42053,2017-05-17T11:03:54Z,298
pr,42053,2017-05-17T11:03:54Z,365
pr,42055,2017-05-17T12:11:35Z,4
pr,42055,2017-05-17T12:11:35Z,1
pr,42056,2017-05-17T13:21:35Z,14
pr,42056,2017-05-17T13:21:35Z,14
pr,42058,2017-05-17T13:49:14Z,70
pr,42058,2017-05-17T13:49:14Z,65
pr,42059,2017-05-17T15:21:18Z,58
pr,42059,2017-05-17T15:21:18Z,24
pr,42062,2017-05-17T19:33:15Z,15
pr,42062,2017-05-17T19:33:15Z,1
pr,42063,2017-05-17T19:42:08Z,37
pr,42067,2017-05-17T20:25:28Z,99
pr,42067,2017-05-17T20:25:28Z,26
pr,42068,2017-05-17T21:28:05Z,42
pr,42068,2017-05-17T21:28:05Z,44
pr,42069,2017-05-17T21:28:21Z,33
pr,42069,2017-05-17T21:28:21Z,40
pr,42070,2017-05-17T21:49:52Z,12
pr,42070,2017-05-17T21:49:52Z,14
pr,42071,2017-05-17T22:41:32Z,46
pr,42071,2017-05-17T22:41:32Z,46
pr,42073,2017-05-17T23:07:20Z,1
pr,42073,2017-05-17T23:07:20Z,1
pr,42074,2017-05-17T23:12:01Z,1170
pr,42076,2017-05-18T03:37:39Z,176
pr,42076,2017-05-18T03:37:39Z,130
pr,42079,2017-05-18T06:45:27Z,1
pr,42079,2017-05-18T06:45:27Z,1
pr,42080,2017-05-18T07:40:14Z,3
pr,42080,2017-05-18T07:40:14Z,3
pr,42081,2017-05-18T08:35:43Z,78
pr,42081,2017-05-18T08:35:43Z,19
pr,42082,2017-05-18T09:47:18Z,51
pr,42082,2017-05-18T09:47:18Z,51
pr,42083,2017-05-18T11:59:48Z,62
pr,42083,2017-05-18T11:59:48Z,62
pr,42086,2017-05-18T16:52:52Z,1
pr,42088,2017-05-18T18:16:32Z,63
pr,42088,2017-05-18T18:16:32Z,63
pr,42089,2017-05-18T18:59:12Z,4
pr,42089,2017-05-18T18:59:12Z,4
pr,42090,2017-05-18T21:52:17Z,249
pr,42091,2017-05-18T23:11:07Z,33
pr,42091,2017-05-18T23:11:07Z,35
pr,42091,2017-05-18T23:11:07Z,33
pr,42092,2017-05-18T23:15:03Z,19
pr,42092,2017-05-18T23:15:03Z,19
pr,42093,2017-05-18T23:31:30Z,6
pr,42093,2017-05-18T23:31:30Z,6
pr,42094,2017-05-18T23:54:59Z,480
pr,42094,2017-05-18T23:54:59Z,480
pr,42095,2017-05-18T23:55:23Z,167
pr,42096,2017-05-19T02:30:34Z,3
pr,42098,2017-05-19T04:34:38Z,1
pr,42098,2017-05-19T04:34:38Z,1
pr,42100,2017-05-19T11:10:02Z,87
pr,42103,2017-05-19T18:47:20Z,17
pr,42103,2017-05-19T18:47:20Z,17
pr,42105,2017-05-19T20:16:27Z,947
pr,42109,2017-05-20T05:38:17Z,70
pr,42109,2017-05-20T05:38:17Z,210
pr,42110,2017-05-20T09:24:17Z,95
pr,42110,2017-05-20T09:24:17Z,97
pr,42111,2017-05-20T09:48:53Z,98
pr,42113,2017-05-20T11:01:38Z,1
pr,42120,2017-05-20T15:23:32Z,2
pr,42120,2017-05-20T15:23:32Z,2
pr,42122,2017-05-20T16:19:27Z,80
pr,42122,2017-05-20T16:19:27Z,80
pr,42123,2017-05-20T16:35:25Z,8
pr,42124,2017-05-20T16:53:34Z,1
pr,42125,2017-05-20T17:03:02Z,490
pr,42125,2017-05-20T17:03:02Z,665
pr,42126,2017-05-20T19:26:00Z,37
pr,42126,2017-05-20T19:26:00Z,37
pr,42127,2017-05-20T19:33:01Z,2
pr,42127,2017-05-20T19:33:01Z,2
pr,42128,2017-05-20T19:35:08Z,222
pr,42128,2017-05-20T19:35:08Z,259
pr,42129,2017-05-20T19:42:17Z,15
pr,42129,2017-05-20T19:42:17Z,15
pr,42130,2017-05-20T23:48:17Z,129
pr,42130,2017-05-20T23:48:17Z,129
pr,42131,2017-05-21T03:36:50Z,2
pr,42132,2017-05-21T04:58:46Z,1
pr,42133,2017-05-21T07:22:07Z,156
pr,42133,2017-05-21T07:22:07Z,156
pr,42133,2017-05-21T07:22:07Z,154
pr,42134,2017-05-21T08:50:16Z,149
pr,42134,2017-05-21T08:50:16Z,134
pr,42136,2017-05-21T13:39:50Z,107
pr,42136,2017-05-21T13:39:50Z,103
pr,42137,2017-05-21T14:03:45Z,64
pr,42137,2017-05-21T14:03:45Z,60
pr,42140,2017-05-21T19:00:48Z,6
pr,42140,2017-05-21T19:00:48Z,6
pr,42141,2017-05-21T19:43:55Z,8
pr,42141,2017-05-21T19:43:55Z,8
pr,42142,2017-05-21T20:24:57Z,5
pr,42142,2017-05-21T20:24:57Z,5
pr,42144,2017-05-21T22:39:12Z,3
pr,42144,2017-05-21T22:39:12Z,3
pr,42145,2017-05-22T01:53:08Z,60
pr,42145,2017-05-22T01:53:08Z,60
pr,42146,2017-05-22T02:16:13Z,87
pr,42146,2017-05-22T02:16:13Z,135
pr,42147,2017-05-22T06:16:40Z,1
pr,42149,2017-05-22T07:33:08Z,20
pr,42149,2017-05-22T07:33:08Z,20
pr,42150,2017-05-22T11:48:12Z,2
pr,42150,2017-05-22T11:48:12Z,248
pr,42151,2017-05-22T12:28:47Z,5
pr,42151,2017-05-22T12:28:47Z,3
pr,42152,2017-05-22T14:56:04Z,74
pr,42152,2017-05-22T14:56:04Z,74
pr,42155,2017-05-22T17:26:10Z,2
pr,42155,2017-05-22T17:26:10Z,3
pr,42156,2017-05-22T18:01:05Z,3
pr,42156,2017-05-22T18:01:05Z,4
pr,42159,2017-05-22T23:03:49Z,46
pr,42159,2017-05-22T23:03:49Z,44
pr,42160,2017-05-22T23:11:45Z,43
pr,42160,2017-05-22T23:11:45Z,43
pr,42161,2017-05-23T01:18:11Z,46
pr,42162,2017-05-23T01:25:14Z,2
pr,42162,2017-05-23T01:25:14Z,2
pr,42163,2017-05-23T02:05:19Z,60
pr,42165,2017-05-23T04:15:49Z,319
pr,42167,2017-05-23T09:38:41Z,96
pr,42167,2017-05-23T09:38:41Z,96
pr,42169,2017-05-23T10:12:53Z,7
pr,42169,2017-05-23T10:12:53Z,7
pr,42175,2017-05-23T17:05:51Z,78
pr,42177,2017-05-23T18:42:11Z,17
pr,42180,2017-05-23T19:23:38Z,25
pr,42180,2017-05-23T19:23:38Z,28
pr,42186,2017-05-24T06:45:55Z,21
pr,42189,2017-05-24T14:06:45Z,1571
pr,42189,2017-05-24T14:06:45Z,1563
pr,42191,2017-05-24T15:42:37Z,1
pr,42192,2017-05-24T15:48:41Z,27
pr,42192,2017-05-24T15:48:41Z,24
pr,42195,2017-05-24T16:29:48Z,1
pr,42196,2017-05-24T16:42:12Z,66
pr,42196,2017-05-24T16:42:12Z,38
pr,42197,2017-05-24T17:18:33Z,48
pr,42197,2017-05-24T17:18:33Z,42
pr,42198,2017-05-24T17:34:43Z,9
pr,42206,2017-05-24T22:51:34Z,7
pr,42206,2017-05-24T22:51:34Z,7
pr,42207,2017-05-24T23:17:22Z,1
pr,42207,2017-05-24T23:17:22Z,1
pr,42211,2017-05-25T00:40:56Z,10
pr,42212,2017-05-25T01:50:12Z,603
pr,42214,2017-05-25T01:58:31Z,21
pr,42214,2017-05-25T01:58:31Z,15
pr,42215,2017-05-25T02:51:04Z,4
pr,42215,2017-05-25T02:51:04Z,4
pr,42216,2017-05-25T03:41:51Z,4
pr,42216,2017-05-25T03:41:51Z,4
pr,42217,2017-05-25T06:23:06Z,21
pr,42217,2017-05-25T06:23:06Z,20
pr,42218,2017-05-25T06:45:23Z,62
pr,42218,2017-05-25T06:45:23Z,10
pr,42219,2017-05-25T13:58:14Z,140
pr,42219,2017-05-25T13:58:14Z,81
pr,42220,2017-05-25T17:10:02Z,6
pr,42221,2017-05-25T17:17:15Z,1
pr,42221,2017-05-25T17:17:15Z,1
pr,42224,2017-05-25T18:48:52Z,0
pr,42224,2017-05-25T18:48:52Z,0
pr,42225,2017-05-25T18:56:07Z,63
pr,42225,2017-05-25T18:56:07Z,52
pr,42227,2017-05-25T20:35:59Z,16
pr,42227,2017-05-25T20:35:59Z,12
pr,42227,2017-05-25T20:35:59Z,12
pr,42230,2017-05-25T22:10:19Z,129
pr,42230,2017-05-25T22:10:19Z,129
pr,42233,2017-05-26T03:09:43Z,168
pr,42236,2017-05-26T08:33:11Z,23
pr,42241,2017-05-26T11:23:56Z,1
pr,42242,2017-05-26T11:54:32Z,413
pr,42245,2017-05-26T14:20:31Z,168
pr,42246,2017-05-26T14:49:39Z,4
pr,42246,2017-05-26T14:49:39Z,9
pr,42247,2017-05-26T15:45:27Z,31
pr,42247,2017-05-26T15:45:27Z,33
pr,42249,2017-05-26T17:08:56Z,13
pr,42249,2017-05-26T17:08:56Z,7
pr,42251,2017-05-26T20:51:02Z,52
pr,42251,2017-05-26T20:51:02Z,52
pr,42252,2017-05-26T22:48:24Z,4
pr,42252,2017-05-26T22:48:24Z,4
pr,42254,2017-05-26T23:13:22Z,297
pr,42254,2017-05-26T23:13:22Z,297
pr,42257,2017-05-27T12:23:24Z,412
pr,42258,2017-05-27T14:06:41Z,348
pr,42260,2017-05-27T15:18:22Z,18
pr,42260,2017-05-27T15:18:22Z,18
pr,42262,2017-05-27T16:16:30Z,29
pr,42262,2017-05-27T16:16:30Z,29
pr,42263,2017-05-27T17:23:19Z,178
pr,42263,2017-05-27T17:23:19Z,163
pr,42264,2017-05-27T18:00:02Z,344
pr,42264,2017-05-27T18:00:02Z,280
pr,42265,2017-05-27T18:26:38Z,138
pr,42265,2017-05-27T18:26:38Z,96
pr,42266,2017-05-27T19:12:24Z,50
pr,42266,2017-05-27T19:12:24Z,50
pr,42268,2017-05-27T20:12:27Z,84
pr,42268,2017-05-27T20:12:27Z,59
pr,42269,2017-05-27T20:34:23Z,3240
pr,42269,2017-05-27T20:34:23Z,3168
pr,42270,2017-05-27T21:41:00Z,94
pr,42270,2017-05-27T21:41:00Z,51
pr,42271,2017-05-27T22:44:35Z,85
pr,42271,2017-05-27T22:44:35Z,82
pr,42272,2017-05-28T00:29:06Z,159
pr,42272,2017-05-28T00:29:06Z,159
pr,42275,2017-05-28T02:50:58Z,138
pr,42275,2017-05-28T02:50:58Z,95
pr,42276,2017-05-28T02:54:06Z,155
pr,42277,2017-05-28T06:50:03Z,0
pr,42277,2017-05-28T06:50:03Z,4
pr,42278,2017-05-28T09:28:32Z,61
pr,42278,2017-05-28T09:28:32Z,2
pr,42281,2017-05-28T13:48:28Z,1479
pr,42281,2017-05-28T13:48:28Z,1440
pr,42282,2017-05-28T14:22:20Z,10
pr,42282,2017-05-28T14:22:20Z,10
pr,42283,2017-05-28T14:30:07Z,26
pr,42283,2017-05-28T14:30:07Z,25
pr,42286,2017-05-28T16:35:58Z,74
pr,42286,2017-05-28T16:35:58Z,53
pr,42297,2017-05-29T15:11:46Z,91
pr,42297,2017-05-29T15:11:46Z,97
pr,42302,2017-05-29T20:50:25Z,51
pr,42302,2017-05-29T20:50:25Z,395
pr,42304,2017-05-29T23:40:30Z,296
pr,42304,2017-05-29T23:40:30Z,3
pr,42305,2017-05-30T00:44:48Z,44
pr,42306,2017-05-30T03:08:59Z,99
pr,42306,2017-05-30T03:08:59Z,99
pr,42307,2017-05-30T04:18:08Z,14
pr,42307,2017-05-30T04:18:08Z,11
pr,42310,2017-05-30T07:21:50Z,42
pr,42310,2017-05-30T07:21:50Z,42
pr,42310,2017-05-30T07:21:50Z,45
pr,42311,2017-05-30T12:37:57Z,31
pr,42313,2017-05-30T14:49:43Z,1320
pr,42313,2017-05-30T14:49:43Z,1377
pr,42314,2017-05-30T15:52:03Z,1
pr,42314,2017-05-30T15:52:03Z,1
pr,42315,2017-05-30T16:16:26Z,8
pr,42315,2017-05-30T16:16:26Z,8
pr,42316,2017-05-30T17:13:30Z,147
pr,42318,2017-05-30T21:02:17Z,23
pr,42318,2017-05-30T21:02:17Z,38
pr,42319,2017-05-30T21:24:17Z,4
pr,42319,2017-05-30T21:24:17Z,5
pr,42321,2017-05-31T01:27:19Z,43
pr,42321,2017-05-31T01:27:19Z,43
pr,42324,2017-05-31T05:22:39Z,66
pr,42324,2017-05-31T05:22:39Z,66
pr,42328,2017-05-31T09:03:08Z,105
pr,42329,2017-05-31T09:38:26Z,2
pr,42330,2017-05-31T10:26:56Z,50
pr,42331,2017-05-31T12:57:31Z,37
pr,42331,2017-05-31T12:57:31Z,20
pr,42332,2017-05-31T14:57:52Z,289
pr,42332,2017-05-31T14:57:52Z,190
pr,42334,2017-05-31T15:05:47Z,64
pr,42334,2017-05-31T15:05:47Z,62
pr,42335,2017-05-31T15:28:16Z,1
pr,42335,2017-05-31T15:28:16Z,4
pr,42336,2017-05-31T16:52:51Z,171
pr,42338,2017-05-31T18:41:02Z,150
pr,42338,2017-05-31T18:41:02Z,150
pr,42343,2017-06-01T00:30:35Z,6
pr,42343,2017-06-01T00:30:35Z,6
pr,42345,2017-06-01T02:13:13Z,838
pr,42346,2017-06-01T02:14:39Z,0
pr,42347,2017-06-01T03:04:55Z,33
pr,42348,2017-06-01T04:09:27Z,660
pr,42353,2017-06-01T14:58:06Z,3
pr,42353,2017-06-01T14:58:06Z,3
pr,42354,2017-06-01T15:56:59Z,6
pr,42354,2017-06-01T15:56:59Z,5
pr,42355,2017-06-01T16:44:28Z,1
pr,42355,2017-06-01T16:44:28Z,1
pr,42358,2017-06-01T19:15:58Z,58
pr,42360,2017-06-01T21:14:49Z,12
pr,42360,2017-06-01T21:14:49Z,12
pr,42361,2017-06-01T21:26:23Z,30
pr,42361,2017-06-01T21:26:23Z,32
pr,42362,2017-06-01T22:05:14Z,93
pr,42362,2017-06-01T22:05:14Z,97
pr,42363,2017-06-01T22:20:29Z,115
pr,42363,2017-06-01T22:20:29Z,84
pr,42364,2017-06-01T22:39:18Z,36
pr,42367,2017-06-01T23:36:12Z,222
pr,42367,2017-06-01T23:36:12Z,222
pr,42368,2017-06-01T23:57:59Z,36
pr,42368,2017-06-01T23:57:59Z,36
pr,42369,2017-06-01T23:58:47Z,14
pr,42369,2017-06-01T23:58:47Z,14
pr,42370,2017-06-02T00:27:14Z,2
pr,42370,2017-06-02T00:27:14Z,2
pr,42372,2017-06-02T04:21:05Z,21
pr,42377,2017-06-02T12:49:22Z,124
pr,42377,2017-06-02T12:49:22Z,228
pr,42378,2017-06-02T12:59:40Z,500
pr,42378,2017-06-02T12:59:40Z,506
pr,42379,2017-06-02T13:54:29Z,219
pr,42381,2017-06-02T15:10:50Z,184
pr,42382,2017-06-02T16:58:53Z,0
pr,42382,2017-06-02T16:58:53Z,0
pr,42383,2017-06-02T17:16:27Z,426
pr,42383,2017-06-02T17:16:27Z,401
pr,42385,2017-06-02T18:00:09Z,1
pr,42385,2017-06-02T18:00:09Z,1
pr,42387,2017-06-02T19:40:49Z,52
pr,42387,2017-06-02T19:40:49Z,52
pr,42388,2017-06-02T19:58:51Z,341
pr,42388,2017-06-02T19:58:51Z,110
pr,42391,2017-06-02T20:25:19Z,30
pr,42391,2017-06-02T20:25:19Z,5
pr,42394,2017-06-02T21:44:59Z,25
pr,42394,2017-06-02T21:44:59Z,25
pr,42396,2017-06-03T01:04:38Z,28
pr,42396,2017-06-03T01:04:38Z,28
pr,42397,2017-06-03T02:31:02Z,1
pr,42397,2017-06-03T02:31:02Z,0
pr,42398,2017-06-03T02:31:06Z,3
pr,42398,2017-06-03T02:31:06Z,3
pr,42400,2017-06-03T05:00:56Z,160
pr,42402,2017-06-03T07:41:07Z,1
pr,42402,2017-06-03T07:41:07Z,1
pr,42406,2017-06-03T15:59:19Z,53
pr,42406,2017-06-03T15:59:19Z,55
pr,42408,2017-06-03T16:15:25Z,17
pr,42408,2017-06-03T16:15:25Z,19
pr,42409,2017-06-03T16:19:21Z,118
pr,42409,2017-06-03T16:19:21Z,15
pr,42410,2017-06-03T17:42:56Z,30
pr,42410,2017-06-03T17:42:56Z,35
pr,42411,2017-06-03T17:46:46Z,12
pr,42411,2017-06-03T17:46:46Z,12
pr,42413,2017-06-03T18:49:52Z,1
pr,42413,2017-06-03T18:49:52Z,2
pr,42414,2017-06-03T18:54:46Z,29
pr,42414,2017-06-03T18:54:46Z,29
pr,42415,2017-06-03T19:47:45Z,6
pr,42415,2017-06-03T19:47:45Z,6
pr,42417,2017-06-04T01:02:25Z,772
pr,42417,2017-06-04T01:02:25Z,763
pr,42417,2017-06-04T01:02:25Z,777
pr,42418,2017-06-04T01:21:03Z,18
pr,42418,2017-06-04T01:21:03Z,30
pr,42419,2017-06-04T04:43:23Z,6
pr,42419,2017-06-04T04:43:23Z,4
pr,42421,2017-06-04T11:34:08Z,0
pr,42426,2017-06-04T17:46:57Z,1
pr,42428,2017-06-04T18:18:59Z,73
pr,42428,2017-06-04T18:18:59Z,73
pr,42429,2017-06-04T18:37:57Z,9
pr,42429,2017-06-04T18:37:57Z,9
pr,42430,2017-06-04T18:46:57Z,122
pr,42430,2017-06-04T18:46:57Z,68
pr,42431,2017-06-04T18:47:34Z,40
pr,42431,2017-06-04T18:47:34Z,40
pr,42431,2017-06-04T18:47:34Z,24
pr,42433,2017-06-04T19:56:58Z,319
pr,42433,2017-06-04T19:56:58Z,287
pr,42436,2017-06-04T20:56:39Z,59
pr,42436,2017-06-04T20:56:39Z,10
pr,42437,2017-06-05T00:11:22Z,15
pr,42437,2017-06-05T00:11:22Z,15
pr,42438,2017-06-05T03:06:09Z,1
pr,42438,2017-06-05T03:06:09Z,1
pr,42443,2017-06-05T10:42:08Z,63
pr,42443,2017-06-05T10:42:08Z,116
pr,42445,2017-06-05T15:44:04Z,298
pr,42447,2017-06-05T16:38:12Z,48
pr,42447,2017-06-05T16:38:12Z,1
pr,42452,2017-06-05T20:00:40Z,1
pr,42455,2017-06-05T20:57:31Z,1
pr,42456,2017-06-05T21:45:34Z,218
pr,42456,2017-06-05T21:45:34Z,247
pr,42466,2017-06-06T01:55:07Z,1
pr,42466,2017-06-06T01:55:07Z,1
pr,42469,2017-06-06T03:31:22Z,13
pr,42469,2017-06-06T03:31:22Z,13
pr,42470,2017-06-06T03:56:51Z,60
pr,42470,2017-06-06T03:56:51Z,60
pr,42471,2017-06-06T04:14:26Z,1073
pr,42471,2017-06-06T04:14:26Z,1079
pr,42472,2017-06-06T04:33:54Z,39
pr,42480,2017-06-06T15:53:20Z,48
pr,42480,2017-06-06T15:53:20Z,45
pr,42481,2017-06-06T16:20:13Z,11
pr,42481,2017-06-06T16:20:13Z,19
pr,42482,2017-06-06T16:54:23Z,39
pr,42482,2017-06-06T16:54:23Z,39
pr,42485,2017-06-06T18:02:45Z,1
pr,42485,2017-06-06T18:02:45Z,1
pr,42486,2017-06-06T18:14:16Z,20
pr,42486,2017-06-06T18:14:16Z,20
pr,42487,2017-06-06T18:36:40Z,48
pr,42487,2017-06-06T18:36:40Z,43
pr,42489,2017-06-06T19:45:08Z,9
pr,42489,2017-06-06T19:45:08Z,9
pr,42490,2017-06-06T20:19:24Z,39
pr,42490,2017-06-06T20:19:24Z,39
pr,42491,2017-06-06T21:33:53Z,7
pr,42491,2017-06-06T21:33:53Z,5
pr,42492,2017-06-06T21:59:12Z,417
pr,42492,2017-06-06T21:59:12Z,150
pr,42494,2017-06-07T02:36:38Z,149
pr,42495,2017-06-07T02:45:19Z,10
pr,42495,2017-06-07T02:45:19Z,24
pr,42496,2017-06-07T03:03:24Z,61
pr,42496,2017-06-07T03:03:24Z,61
pr,42497,2017-06-07T04:32:08Z,3
pr,42497,2017-06-07T04:32:08Z,3
pr,42500,2017-06-07T08:26:09Z,391
pr,42500,2017-06-07T08:26:09Z,391
pr,42503,2017-06-07T10:57:39Z,141
pr,42503,2017-06-07T10:57:39Z,184
pr,42504,2017-06-07T11:49:31Z,464
pr,42504,2017-06-07T11:49:31Z,464
pr,42507,2017-06-07T14:38:57Z,28
pr,42507,2017-06-07T14:38:57Z,28
pr,42510,2017-06-07T16:25:04Z,1
pr,42510,2017-06-07T16:25:04Z,1
pr,42512,2017-06-07T19:43:33Z,16
pr,42512,2017-06-07T19:43:33Z,16
pr,42519,2017-06-07T22:15:37Z,255
pr,42519,2017-06-07T22:15:37Z,255
pr,42519,2017-06-07T22:15:37Z,228
pr,42521,2017-06-08T01:32:23Z,23
pr,42521,2017-06-08T01:32:23Z,12
pr,42522,2017-06-08T01:58:47Z,119
pr,42522,2017-06-08T01:58:47Z,119
pr,42523,2017-06-08T02:26:36Z,3171
pr,42523,2017-06-08T02:26:36Z,3163
pr,42525,2017-06-08T03:29:53Z,48
pr,42525,2017-06-08T03:29:53Z,2
pr,42526,2017-06-08T03:58:32Z,131
pr,42526,2017-06-08T03:58:32Z,81
pr,42527,2017-06-08T06:09:54Z,707
pr,42527,2017-06-08T06:09:54Z,558
pr,42531,2017-06-08T10:20:19Z,1
pr,42531,2017-06-08T10:20:19Z,1
pr,42533,2017-06-08T12:25:25Z,35
pr,42533,2017-06-08T12:25:25Z,34
pr,42534,2017-06-08T13:27:45Z,501
pr,42534,2017-06-08T13:27:45Z,488
pr,42536,2017-06-08T15:55:58Z,94
pr,42537,2017-06-08T16:39:28Z,1007
pr,42537,2017-06-08T16:39:28Z,1319
pr,42540,2017-06-08T16:46:22Z,2
pr,42540,2017-06-08T16:46:22Z,2
pr,42541,2017-06-08T17:43:21Z,33
pr,42541,2017-06-08T17:43:21Z,33
pr,42541,2017-06-08T17:43:21Z,6
pr,42551,2017-06-08T20:49:37Z,5
pr,42551,2017-06-08T20:49:37Z,4
pr,42554,2017-06-09T01:18:12Z,0
pr,42554,2017-06-09T01:18:12Z,21
pr,42556,2017-06-09T05:26:05Z,95
pr,42556,2017-06-09T05:26:05Z,96
pr,42558,2017-06-09T05:37:43Z,2
pr,42563,2017-06-09T14:32:05Z,449
pr,42563,2017-06-09T14:32:05Z,440
pr,42565,2017-06-09T17:29:54Z,850
pr,42565,2017-06-09T17:29:54Z,587
pr,42566,2017-06-09T18:25:42Z,24
pr,42566,2017-06-09T18:25:42Z,24
pr,42567,2017-06-09T18:46:12Z,11
pr,42567,2017-06-09T18:46:12Z,11
pr,42568,2017-06-09T19:58:53Z,38
pr,42568,2017-06-09T19:58:53Z,47
pr,42569,2017-06-09T20:20:58Z,3
pr,42569,2017-06-09T20:20:58Z,3
pr,42570,2017-06-09T20:34:24Z,19
pr,42570,2017-06-09T20:34:24Z,21
pr,42571,2017-06-09T21:11:35Z,62
pr,42571,2017-06-09T21:11:35Z,77
pr,42572,2017-06-09T22:17:42Z,20
pr,42572,2017-06-09T22:17:42Z,20
pr,42573,2017-06-09T22:29:30Z,23
pr,42576,2017-06-10T01:21:55Z,61
pr,42576,2017-06-10T01:21:55Z,13
pr,42578,2017-06-10T03:33:56Z,140
pr,42578,2017-06-10T03:33:56Z,111
pr,42579,2017-06-10T06:21:16Z,11
pr,42579,2017-06-10T06:21:16Z,11
pr,42580,2017-06-10T10:50:49Z,15
pr,42584,2017-06-10T18:17:07Z,18
pr,42585,2017-06-10T19:20:35Z,154
pr,42585,2017-06-10T19:20:35Z,60
