pr,number,open,additions
pr,33482,2016-05-07T14:51:26Z,567
pr,33484,2016-05-07T17:41:29Z,8
pr,33485,2016-05-07T18:51:14Z,37
pr,33486,2016-05-07T19:32:13Z,613
pr,33487,2016-05-07T19:35:20Z,510
pr,33488,2016-05-07T21:41:45Z,3454
pr,33489,2016-05-07T21:52:02Z,17
pr,33491,2016-05-08T00:17:41Z,714
pr,33492,2016-05-08T01:04:59Z,36
pr,33493,2016-05-08T04:30:11Z,95
pr,33494,2016-05-08T05:08:15Z,1171
pr,33496,2016-05-08T12:34:08Z,1
pr,33500,2016-05-08T17:49:23Z,9
pr,33501,2016-05-08T17:52:05Z,2657
pr,33505,2016-05-08T18:25:20Z,397
pr,33508,2016-05-09T04:38:49Z,2
pr,33509,2016-05-09T08:18:43Z,1
pr,33510,2016-05-09T09:03:15Z,39
pr,33511,2016-05-09T09:42:46Z,34
pr,33511,2016-05-09T09:42:46Z,15
pr,33512,2016-05-09T13:56:46Z,23
pr,33513,2016-05-09T14:11:26Z,32
pr,33514,2016-05-09T14:51:27Z,38
pr,33516,2016-05-09T15:55:26Z,25
pr,33516,2016-05-09T15:55:26Z,25
pr,33517,2016-05-09T16:44:47Z,1
pr,33522,2016-05-09T18:43:43Z,1
pr,33523,2016-05-09T19:50:23Z,1148
pr,33524,2016-05-09T21:30:49Z,1
pr,33526,2016-05-09T23:46:14Z,38
pr,33526,2016-05-09T23:46:14Z,15
pr,33526,2016-05-09T23:46:14Z,15
pr,33526,2016-05-09T23:46:14Z,15
pr,33528,2016-05-10T01:19:45Z,1
pr,33531,2016-05-10T05:41:12Z,8
pr,33532,2016-05-10T07:17:23Z,1647
pr,33533,2016-05-10T08:58:05Z,47
pr,33534,2016-05-10T10:53:31Z,2
pr,33538,2016-05-10T13:54:42Z,50
pr,33539,2016-05-10T16:25:20Z,36
pr,33541,2016-05-10T18:17:49Z,42
pr,33542,2016-05-10T19:02:20Z,9
pr,33544,2016-05-10T19:15:07Z,113
pr,33546,2016-05-10T20:31:26Z,2
pr,33546,2016-05-10T20:31:26Z,15
pr,33547,2016-05-10T20:50:37Z,17
pr,33548,2016-05-10T21:21:28Z,297
pr,33551,2016-05-10T21:36:57Z,259
pr,33552,2016-05-11T00:33:56Z,197
pr,33553,2016-05-11T01:24:02Z,222
pr,33554,2016-05-11T05:05:14Z,6
pr,33555,2016-05-11T06:51:47Z,1
pr,33556,2016-05-11T13:27:45Z,262
pr,33558,2016-05-11T16:02:16Z,5
pr,33560,2016-05-11T17:10:19Z,1
pr,33561,2016-05-11T17:49:24Z,4
pr,33562,2016-05-11T19:30:20Z,409
pr,33563,2016-05-11T19:32:35Z,1
pr,33564,2016-05-11T19:42:42Z,33
pr,33565,2016-05-11T19:43:06Z,0
pr,33566,2016-05-11T19:53:38Z,25
pr,33568,2016-05-11T20:48:15Z,519
pr,33572,2016-05-11T22:04:24Z,25
pr,33574,2016-05-11T22:40:34Z,634
pr,33576,2016-05-12T00:30:47Z,235
pr,33578,2016-05-12T01:01:35Z,3
pr,33579,2016-05-12T02:33:28Z,29
pr,33580,2016-05-12T04:05:58Z,10
pr,33582,2016-05-12T08:41:42Z,2145
pr,33583,2016-05-12T09:06:13Z,78
pr,33583,2016-05-12T09:06:13Z,26
pr,33584,2016-05-12T12:41:23Z,9
pr,33585,2016-05-12T13:20:10Z,136
pr,33588,2016-05-12T14:04:04Z,237
pr,33589,2016-05-12T14:08:53Z,2161
pr,33590,2016-05-12T14:40:23Z,4
pr,33591,2016-05-12T15:41:33Z,1
pr,33593,2016-05-12T16:11:23Z,42
pr,33595,2016-05-12T18:24:11Z,2518
pr,33596,2016-05-12T18:25:18Z,98
pr,33597,2016-05-12T18:28:30Z,2637
pr,33598,2016-05-12T19:49:48Z,1
pr,33599,2016-05-12T19:54:22Z,37
pr,33599,2016-05-12T19:54:22Z,37
pr,33600,2016-05-12T20:01:53Z,30
pr,33601,2016-05-12T20:47:59Z,1
pr,33601,2016-05-12T20:47:59Z,1
pr,33602,2016-05-12T20:56:13Z,346
pr,33603,2016-05-12T21:12:54Z,2
pr,33604,2016-05-12T21:26:53Z,1
pr,33605,2016-05-12T21:38:06Z,2
pr,33606,2016-05-12T21:49:31Z,3
pr,33606,2016-05-12T21:49:31Z,1
pr,33607,2016-05-12T22:32:46Z,55
pr,33610,2016-05-13T02:05:07Z,3666
pr,33611,2016-05-13T02:13:35Z,47
pr,33612,2016-05-13T04:39:02Z,2
pr,33615,2016-05-13T15:20:09Z,71
pr,33617,2016-05-13T17:20:12Z,8
pr,33619,2016-05-13T17:24:49Z,279
pr,33620,2016-05-13T19:30:10Z,4
pr,33622,2016-05-13T19:56:45Z,2101
pr,33622,2016-05-13T19:56:45Z,3282
pr,33625,2016-05-13T22:38:15Z,82
pr,33628,2016-05-14T00:55:48Z,981
pr,33628,2016-05-14T00:55:48Z,981
pr,33629,2016-05-14T03:24:05Z,369
pr,33631,2016-05-14T07:19:02Z,1
pr,33632,2016-05-14T09:57:50Z,1182
pr,33633,2016-05-14T10:06:02Z,0
pr,33634,2016-05-14T10:37:28Z,1
pr,33635,2016-05-14T11:04:31Z,1
pr,33639,2016-05-14T16:39:01Z,874
pr,33639,2016-05-14T16:39:01Z,750
pr,33640,2016-05-14T17:07:05Z,15
pr,33642,2016-05-14T19:10:57Z,321
pr,33642,2016-05-14T19:10:57Z,150
pr,33643,2016-05-14T19:21:29Z,1668
pr,33644,2016-05-15T00:00:15Z,166
pr,33644,2016-05-15T00:00:15Z,487
pr,33645,2016-05-15T01:03:09Z,2
pr,33645,2016-05-15T01:03:09Z,2
pr,33647,2016-05-15T07:00:52Z,3
pr,33651,2016-05-15T11:31:54Z,5
pr,33654,2016-05-15T12:39:55Z,156
pr,33655,2016-05-15T13:29:17Z,1
pr,33656,2016-05-15T13:31:17Z,11
pr,33658,2016-05-15T14:43:43Z,619
pr,33660,2016-05-15T17:04:03Z,1
pr,33661,2016-05-15T21:13:15Z,0
pr,33661,2016-05-15T21:13:15Z,2
pr,33663,2016-05-16T04:05:02Z,4
pr,33664,2016-05-16T04:33:31Z,82
pr,33665,2016-05-16T05:09:07Z,3
pr,33666,2016-05-16T09:07:45Z,4
pr,33667,2016-05-16T12:01:05Z,2120
pr,33668,2016-05-16T16:56:43Z,3
pr,33669,2016-05-16T17:14:20Z,5
pr,33669,2016-05-16T17:14:20Z,5
pr,33673,2016-05-16T20:36:41Z,4
pr,33675,2016-05-16T20:58:52Z,1
pr,33676,2016-05-16T22:49:09Z,1
pr,33679,2016-05-17T01:27:46Z,12
pr,33680,2016-05-17T06:23:04Z,621
pr,33682,2016-05-17T11:16:15Z,2
pr,33683,2016-05-17T11:39:18Z,2
pr,33686,2016-05-17T13:04:31Z,121
pr,33688,2016-05-17T15:38:10Z,125
pr,33689,2016-05-17T15:50:47Z,21
pr,33692,2016-05-17T18:42:50Z,95
pr,33693,2016-05-17T18:45:44Z,22
pr,33694,2016-05-17T18:57:10Z,109
pr,33695,2016-05-17T19:38:24Z,35
pr,33696,2016-05-17T20:37:50Z,30
pr,33698,2016-05-17T21:59:59Z,1
pr,33699,2016-05-17T22:03:36Z,523
pr,33702,2016-05-17T23:18:52Z,3
pr,33705,2016-05-18T02:13:59Z,1
pr,33706,2016-05-18T03:45:42Z,353
pr,33706,2016-05-18T03:45:42Z,355
pr,33708,2016-05-18T06:32:24Z,58
pr,33710,2016-05-18T08:37:46Z,55
pr,33712,2016-05-18T12:11:35Z,24
pr,33713,2016-05-18T13:17:53Z,17
pr,33719,2016-05-18T16:32:47Z,38
pr,33720,2016-05-18T16:43:38Z,2
pr,33721,2016-05-18T17:38:32Z,38
pr,33726,2016-05-18T21:50:41Z,25
pr,33729,2016-05-19T00:00:13Z,1
pr,33730,2016-05-19T00:31:32Z,1
pr,33732,2016-05-19T01:25:41Z,11
pr,33734,2016-05-19T03:20:02Z,77
pr,33735,2016-05-19T05:42:47Z,39
pr,33738,2016-05-19T11:34:18Z,107
pr,33738,2016-05-19T11:34:18Z,219
pr,33739,2016-05-19T12:02:14Z,284
pr,33742,2016-05-19T15:51:08Z,221
pr,33743,2016-05-19T17:13:11Z,2
pr,33744,2016-05-19T19:52:55Z,10
pr,33745,2016-05-19T20:14:15Z,2
pr,33746,2016-05-19T22:52:19Z,5
pr,33747,2016-05-20T00:09:24Z,3
pr,33748,2016-05-20T00:52:05Z,200
pr,33748,2016-05-20T00:52:05Z,396
pr,33749,2016-05-20T00:55:44Z,37
pr,33750,2016-05-20T01:17:54Z,1
pr,33752,2016-05-20T05:04:34Z,54
pr,33753,2016-05-20T10:23:06Z,2
pr,33753,2016-05-20T10:23:06Z,3
pr,33754,2016-05-20T11:59:53Z,6
pr,33756,2016-05-20T13:17:44Z,4
pr,33757,2016-05-20T13:20:39Z,4
pr,33758,2016-05-20T13:49:54Z,415
pr,33759,2016-05-20T13:55:44Z,2
pr,33761,2016-05-20T17:06:56Z,41
pr,33765,2016-05-21T02:50:25Z,11
pr,33766,2016-05-21T02:50:38Z,180
pr,33767,2016-05-21T03:18:15Z,6
pr,33768,2016-05-21T03:38:11Z,81
pr,33769,2016-05-21T05:19:27Z,46
pr,33769,2016-05-21T05:19:27Z,21
pr,33775,2016-05-21T19:01:04Z,13
pr,33775,2016-05-21T19:01:04Z,13
pr,33777,2016-05-21T22:10:10Z,21
pr,33777,2016-05-21T22:10:10Z,24
pr,33779,2016-05-21T23:13:54Z,12
pr,33781,2016-05-21T23:25:44Z,227
pr,33783,2016-05-22T04:50:24Z,28
pr,33785,2016-05-22T06:14:27Z,83
pr,33785,2016-05-22T06:14:27Z,52
pr,33786,2016-05-22T06:31:30Z,4
pr,33786,2016-05-22T06:31:30Z,4
pr,33787,2016-05-22T07:30:14Z,35
pr,33788,2016-05-22T11:05:46Z,156
pr,33790,2016-05-22T14:22:06Z,8324
pr,33790,2016-05-22T14:22:06Z,11
pr,33793,2016-05-22T17:02:03Z,28
pr,33793,2016-05-22T17:02:03Z,29
pr,33794,2016-05-22T18:00:21Z,312
pr,33794,2016-05-22T18:00:21Z,330
pr,33795,2016-05-22T18:28:08Z,442
pr,33795,2016-05-22T18:28:08Z,522
pr,33797,2016-05-22T19:52:07Z,3
pr,33798,2016-05-22T19:53:09Z,8
pr,33798,2016-05-22T19:53:09Z,8
pr,33800,2016-05-22T22:23:50Z,2
pr,33800,2016-05-22T22:23:50Z,2
pr,33801,2016-05-22T23:09:17Z,236
pr,33801,2016-05-22T23:09:17Z,198
pr,33802,2016-05-22T23:47:48Z,2
pr,33802,2016-05-22T23:47:48Z,2
pr,33803,2016-05-23T01:56:44Z,32
pr,33803,2016-05-23T01:56:44Z,31
pr,33804,2016-05-23T03:25:37Z,2
pr,33804,2016-05-23T03:25:37Z,38
pr,33805,2016-05-23T06:01:20Z,1
pr,33810,2016-05-23T11:43:41Z,1
pr,33814,2016-05-23T13:55:37Z,17
pr,33814,2016-05-23T13:55:37Z,16
pr,33815,2016-05-23T14:46:40Z,313
pr,33815,2016-05-23T14:46:40Z,246
pr,33816,2016-05-23T15:14:23Z,2147
pr,33816,2016-05-23T15:14:23Z,2149
pr,33818,2016-05-23T16:18:38Z,1
pr,33818,2016-05-23T16:18:38Z,1
pr,33820,2016-05-23T17:23:46Z,8
pr,33820,2016-05-23T17:23:46Z,117
pr,33821,2016-05-23T18:02:19Z,25
pr,33821,2016-05-23T18:02:19Z,25
pr,33822,2016-05-23T18:20:57Z,15
pr,33822,2016-05-23T18:20:57Z,15
pr,33824,2016-05-23T20:50:36Z,8
pr,33824,2016-05-23T20:50:36Z,8
pr,33825,2016-05-23T20:53:47Z,7
pr,33825,2016-05-23T20:53:47Z,20
pr,33829,2016-05-23T22:33:28Z,4
pr,33829,2016-05-23T22:33:28Z,4
pr,33830,2016-05-24T00:00:29Z,87
pr,33830,2016-05-24T00:00:29Z,87
pr,33831,2016-05-24T05:30:33Z,35
pr,33831,2016-05-24T05:30:33Z,35
pr,33832,2016-05-24T05:30:55Z,34
pr,33832,2016-05-24T05:30:55Z,33
pr,33833,2016-05-24T07:39:15Z,386
pr,33834,2016-05-24T09:49:34Z,1
pr,33835,2016-05-24T11:33:49Z,1
pr,33839,2016-05-24T14:11:05Z,4
pr,33839,2016-05-24T14:11:05Z,4
pr,33840,2016-05-24T14:54:41Z,119
pr,33840,2016-05-24T14:54:41Z,106
pr,33841,2016-05-24T15:17:43Z,6
pr,33841,2016-05-24T15:17:43Z,22
pr,33845,2016-05-24T16:15:26Z,70
pr,33845,2016-05-24T16:15:26Z,70
pr,33847,2016-05-24T17:31:43Z,95
pr,33847,2016-05-24T17:31:43Z,717
pr,33848,2016-05-24T18:35:12Z,6
pr,33848,2016-05-24T18:35:12Z,6
pr,33849,2016-05-24T19:53:26Z,56
pr,33849,2016-05-24T19:53:26Z,48
pr,33851,2016-05-24T20:04:51Z,333
pr,33851,2016-05-24T20:04:51Z,333
pr,33852,2016-05-24T21:07:15Z,515
pr,33852,2016-05-24T21:07:15Z,388
pr,33853,2016-05-24T21:29:32Z,52
pr,33853,2016-05-24T21:29:32Z,1
pr,33854,2016-05-24T21:32:31Z,8
pr,33854,2016-05-24T21:32:31Z,8
pr,33856,2016-05-24T22:51:09Z,7
pr,33856,2016-05-24T22:51:09Z,7
pr,33857,2016-05-24T23:39:07Z,32
pr,33857,2016-05-24T23:39:07Z,25
pr,33858,2016-05-25T02:10:08Z,1
pr,33858,2016-05-25T02:10:08Z,1
pr,33859,2016-05-25T03:25:41Z,9
pr,33859,2016-05-25T03:25:41Z,9
pr,33860,2016-05-25T04:23:24Z,108
pr,33860,2016-05-25T04:23:24Z,108
pr,33861,2016-05-25T05:11:54Z,214
pr,33861,2016-05-25T05:11:54Z,75
pr,33864,2016-05-25T08:17:52Z,1143
pr,33864,2016-05-25T08:17:52Z,1135
pr,33865,2016-05-25T11:40:49Z,22
pr,33865,2016-05-25T11:40:49Z,22
pr,33866,2016-05-25T11:59:28Z,240
pr,33866,2016-05-25T11:59:28Z,240
pr,33867,2016-05-25T12:05:22Z,65
pr,33867,2016-05-25T12:05:22Z,42
pr,33870,2016-05-25T20:16:56Z,28
pr,33870,2016-05-25T20:16:56Z,24
pr,33872,2016-05-25T23:53:08Z,63
pr,33874,2016-05-26T08:09:04Z,2
pr,33874,2016-05-26T08:09:04Z,2
pr,33878,2016-05-26T13:31:35Z,51
pr,33878,2016-05-26T13:31:35Z,13
pr,33883,2016-05-26T16:51:27Z,649
pr,33890,2016-05-26T19:43:45Z,1237
pr,33890,2016-05-26T19:43:45Z,1389
pr,33891,2016-05-26T19:43:47Z,1
pr,33891,2016-05-26T19:43:47Z,1
pr,33892,2016-05-26T21:36:34Z,3
pr,33892,2016-05-26T21:36:34Z,3
pr,33893,2016-05-26T22:52:48Z,28
pr,33893,2016-05-26T22:52:48Z,28
pr,33894,2016-05-27T00:08:41Z,23
pr,33894,2016-05-27T00:08:41Z,23
pr,33895,2016-05-27T00:55:28Z,114
pr,33895,2016-05-27T00:55:28Z,118
pr,33896,2016-05-27T02:36:06Z,3
pr,33896,2016-05-27T02:36:06Z,2
pr,33897,2016-05-27T03:09:16Z,282
pr,33897,2016-05-27T03:09:16Z,278
pr,33898,2016-05-27T03:13:42Z,2
pr,33900,2016-05-27T08:50:06Z,615
pr,33902,2016-05-27T09:04:15Z,1
pr,33902,2016-05-27T09:04:15Z,1
pr,33905,2016-05-27T12:16:58Z,1363
pr,33905,2016-05-27T12:16:58Z,1284
pr,33907,2016-05-27T16:53:34Z,80
pr,33907,2016-05-27T16:53:34Z,55
pr,33909,2016-05-27T17:57:51Z,27
pr,33909,2016-05-27T17:57:51Z,27
pr,33912,2016-05-27T19:17:14Z,24
pr,33912,2016-05-27T19:17:14Z,24
pr,33913,2016-05-27T19:36:53Z,13
pr,33913,2016-05-27T19:36:53Z,13
pr,33914,2016-05-27T20:07:15Z,82
pr,33914,2016-05-27T20:07:15Z,82
pr,33915,2016-05-27T20:07:34Z,255
pr,33915,2016-05-27T20:07:34Z,256
pr,33917,2016-05-27T21:06:01Z,22
pr,33917,2016-05-27T21:06:01Z,22
pr,33918,2016-05-27T21:08:01Z,113
pr,33918,2016-05-27T21:08:01Z,113
pr,33920,2016-05-28T01:52:10Z,82
pr,33920,2016-05-28T01:52:10Z,83
pr,33921,2016-05-28T02:36:10Z,2
pr,33921,2016-05-28T02:36:10Z,2
pr,33922,2016-05-28T04:27:11Z,169
pr,33922,2016-05-28T04:27:11Z,126
pr,33926,2016-05-28T08:53:48Z,38
pr,33926,2016-05-28T08:53:48Z,58
pr,33927,2016-05-28T12:54:13Z,787
pr,33929,2016-05-28T15:15:14Z,390
pr,33929,2016-05-28T15:15:14Z,393
pr,33931,2016-05-28T17:39:52Z,548
pr,33931,2016-05-28T17:39:52Z,543
pr,33932,2016-05-28T18:36:41Z,101
pr,33932,2016-05-28T18:36:41Z,101
pr,33934,2016-05-28T19:30:04Z,2
pr,33934,2016-05-28T19:30:04Z,2
pr,33935,2016-05-28T23:38:43Z,147
pr,33935,2016-05-28T23:38:43Z,127
pr,33937,2016-05-29T03:11:31Z,44
pr,33937,2016-05-29T03:11:31Z,44
pr,33938,2016-05-29T03:19:37Z,20
pr,33938,2016-05-29T03:19:37Z,20
pr,33939,2016-05-29T03:47:26Z,487
pr,33939,2016-05-29T03:47:26Z,487
pr,33940,2016-05-29T05:38:24Z,336
pr,33940,2016-05-29T05:38:24Z,175
pr,33942,2016-05-29T09:28:25Z,83
pr,33942,2016-05-29T09:28:25Z,83
pr,33943,2016-05-29T09:44:44Z,261
pr,33943,2016-05-29T09:44:44Z,17
pr,33944,2016-05-29T10:37:28Z,15
pr,33944,2016-05-29T10:37:28Z,15
pr,33945,2016-05-29T10:38:53Z,155
pr,33945,2016-05-29T10:38:53Z,157
pr,33947,2016-05-29T14:27:03Z,538
pr,33947,2016-05-29T14:27:03Z,504
pr,33948,2016-05-29T14:28:07Z,804
pr,33948,2016-05-29T14:28:07Z,805
pr,33950,2016-05-29T15:35:34Z,4
pr,33950,2016-05-29T15:35:34Z,4
pr,33951,2016-05-29T15:40:13Z,200
pr,33951,2016-05-29T15:40:13Z,160
pr,33955,2016-05-30T00:58:25Z,24
pr,33955,2016-05-30T00:58:25Z,26
pr,33958,2016-05-30T09:14:55Z,2
pr,33959,2016-05-30T09:49:01Z,261
pr,33960,2016-05-30T10:18:17Z,3
pr,33960,2016-05-30T10:18:17Z,3
pr,33963,2016-05-30T12:43:59Z,23
pr,33963,2016-05-30T12:43:59Z,23
pr,33964,2016-05-30T13:19:21Z,8
pr,33964,2016-05-30T13:19:21Z,8
pr,33965,2016-05-30T15:05:47Z,196
pr,33966,2016-05-30T15:35:19Z,642
pr,33966,2016-05-30T15:35:19Z,642
pr,33967,2016-05-30T16:33:29Z,10
pr,33967,2016-05-30T16:33:29Z,10
pr,33968,2016-05-30T17:08:36Z,1
pr,33970,2016-05-30T18:41:55Z,53
pr,33970,2016-05-30T18:41:55Z,43
pr,33971,2016-05-30T20:42:03Z,9
pr,33971,2016-05-30T20:42:03Z,11
pr,33973,2016-05-30T22:38:31Z,26
pr,33973,2016-05-30T22:38:31Z,26
pr,33974,2016-05-31T02:19:43Z,18
pr,33974,2016-05-31T02:19:43Z,18
pr,33975,2016-05-31T04:36:01Z,219
pr,33975,2016-05-31T04:36:01Z,219
pr,33976,2016-05-31T06:30:55Z,15
pr,33976,2016-05-31T06:30:55Z,17
pr,33977,2016-05-31T07:22:12Z,4
pr,33977,2016-05-31T07:22:12Z,4
pr,33979,2016-05-31T09:48:11Z,5
pr,33979,2016-05-31T09:48:11Z,7
pr,33982,2016-05-31T14:58:43Z,29
pr,33982,2016-05-31T14:58:43Z,19
pr,33987,2016-05-31T17:55:41Z,2
pr,33987,2016-05-31T17:55:41Z,2
pr,33988,2016-05-31T18:40:17Z,1
pr,33988,2016-05-31T18:40:17Z,1
pr,33988,2016-05-31T18:40:17Z,1
pr,33989,2016-05-31T19:00:13Z,478
pr,33989,2016-05-31T19:00:13Z,442
pr,33991,2016-05-31T20:25:23Z,8
pr,33991,2016-05-31T20:25:23Z,8
pr,33993,2016-05-31T21:18:05Z,3
pr,33993,2016-05-31T21:18:05Z,2
pr,33993,2016-05-31T21:18:05Z,3
pr,33994,2016-05-31T22:50:30Z,47
pr,33994,2016-05-31T22:50:30Z,56
pr,33994,2016-05-31T22:50:30Z,47
pr,33996,2016-05-31T23:30:46Z,40
pr,33997,2016-05-31T23:40:06Z,87
pr,33997,2016-05-31T23:40:06Z,83
pr,33998,2016-06-01T00:02:49Z,447
pr,33998,2016-06-01T00:02:49Z,445
pr,33999,2016-06-01T00:11:21Z,65
pr,33999,2016-06-01T00:11:21Z,65
pr,34000,2016-06-01T01:51:57Z,55
pr,34000,2016-06-01T01:51:57Z,34
pr,34001,2016-06-01T01:53:05Z,106
pr,34001,2016-06-01T01:53:05Z,106
pr,34002,2016-06-01T02:33:33Z,41
pr,34002,2016-06-01T02:33:33Z,41
pr,34003,2016-06-01T04:01:34Z,22
pr,34003,2016-06-01T04:01:34Z,39
pr,34003,2016-06-01T04:01:34Z,49
pr,34004,2016-06-01T07:27:43Z,354
pr,34005,2016-06-01T08:40:53Z,13
pr,34005,2016-06-01T08:40:53Z,73
pr,34006,2016-06-01T09:50:19Z,299
pr,34006,2016-06-01T09:50:19Z,302
pr,34007,2016-06-01T10:38:07Z,15
pr,34007,2016-06-01T10:38:07Z,19
pr,34010,2016-06-01T11:36:35Z,32
pr,34010,2016-06-01T11:36:35Z,32
pr,34012,2016-06-01T12:20:22Z,89
pr,34012,2016-06-01T12:20:22Z,92
pr,34013,2016-06-01T12:37:51Z,1
pr,34013,2016-06-01T12:37:51Z,1
pr,34014,2016-06-01T14:02:45Z,4
pr,34014,2016-06-01T14:02:45Z,5
pr,34015,2016-06-01T14:31:08Z,321
pr,34016,2016-06-01T15:31:39Z,34
pr,34016,2016-06-01T15:31:39Z,18
pr,34017,2016-06-01T15:34:27Z,1
pr,34019,2016-06-01T16:03:39Z,3
pr,34019,2016-06-01T16:03:39Z,3
pr,34020,2016-06-01T16:32:19Z,9
pr,34020,2016-06-01T16:32:19Z,9
pr,34021,2016-06-01T16:57:10Z,11
pr,34021,2016-06-01T16:57:10Z,11
pr,34026,2016-06-01T23:05:44Z,6
pr,34026,2016-06-01T23:05:44Z,4
pr,34031,2016-06-02T08:03:03Z,32
pr,34031,2016-06-02T08:03:03Z,32
pr,34032,2016-06-02T08:22:51Z,99
pr,34032,2016-06-02T08:22:51Z,92
pr,34033,2016-06-02T11:30:54Z,1
pr,34034,2016-06-02T11:47:09Z,344
pr,34039,2016-06-02T14:40:49Z,6
pr,34039,2016-06-02T14:40:49Z,6
pr,34044,2016-06-02T16:33:52Z,0
pr,34044,2016-06-02T16:33:52Z,345
pr,34045,2016-06-02T16:50:50Z,46
pr,34045,2016-06-02T16:50:50Z,46
pr,34046,2016-06-02T17:58:26Z,3
pr,34046,2016-06-02T17:58:26Z,3
pr,34048,2016-06-02T20:07:24Z,0
pr,34048,2016-06-02T20:07:24Z,0
pr,34051,2016-06-02T20:46:25Z,424
pr,34051,2016-06-02T20:46:25Z,424
pr,34052,2016-06-02T22:00:32Z,17
pr,34052,2016-06-02T22:00:32Z,17
pr,34054,2016-06-03T01:39:53Z,65
pr,34054,2016-06-03T01:39:53Z,59
pr,34055,2016-06-03T02:02:34Z,278
pr,34055,2016-06-03T02:02:34Z,221
pr,34059,2016-06-03T09:49:00Z,1
pr,34059,2016-06-03T09:49:00Z,1
pr,34060,2016-06-03T10:22:23Z,10
pr,34060,2016-06-03T10:22:23Z,10
pr,34062,2016-06-03T11:59:24Z,4
pr,34062,2016-06-03T11:59:24Z,4
pr,34063,2016-06-03T12:26:41Z,0
pr,34063,2016-06-03T12:26:41Z,0
pr,34067,2016-06-03T21:11:44Z,12
pr,34068,2016-06-03T22:48:49Z,26
pr,34068,2016-06-03T22:48:49Z,26
pr,34070,2016-06-04T02:58:18Z,1
pr,34070,2016-06-04T02:58:18Z,1
pr,34071,2016-06-04T07:22:03Z,11
pr,34071,2016-06-04T07:22:03Z,11
pr,34072,2016-06-04T07:46:44Z,1
pr,34073,2016-06-04T08:49:09Z,1276
pr,34073,2016-06-04T08:49:09Z,617
pr,34077,2016-06-04T19:20:09Z,61
pr,34077,2016-06-04T19:20:09Z,12
pr,34077,2016-06-04T19:20:09Z,12
pr,34080,2016-06-04T20:08:17Z,7
pr,34080,2016-06-04T20:08:17Z,7
pr,34081,2016-06-04T22:16:38Z,0
pr,34081,2016-06-04T22:16:38Z,0
pr,34082,2016-06-04T22:50:16Z,6
pr,34082,2016-06-04T22:50:16Z,6
pr,34083,2016-06-05T05:33:34Z,16
pr,34083,2016-06-05T05:33:34Z,15
pr,34084,2016-06-05T07:33:54Z,14
pr,34084,2016-06-05T07:33:54Z,14
pr,34085,2016-06-05T09:17:14Z,1
pr,34085,2016-06-05T09:17:14Z,1
pr,34086,2016-06-05T09:18:13Z,26
pr,34086,2016-06-05T09:18:13Z,26
pr,34087,2016-06-05T09:19:27Z,302
pr,34088,2016-06-05T09:20:09Z,274
pr,34088,2016-06-05T09:20:09Z,274
pr,34090,2016-06-05T09:57:51Z,33
pr,34090,2016-06-05T09:57:51Z,17
pr,34091,2016-06-05T10:01:03Z,240
pr,34091,2016-06-05T10:01:03Z,235
pr,34092,2016-06-05T10:02:48Z,164
pr,34092,2016-06-05T10:02:48Z,165
pr,34093,2016-06-05T10:03:37Z,1531
pr,34093,2016-06-05T10:03:37Z,1330
pr,34094,2016-06-05T10:22:03Z,7
pr,34094,2016-06-05T10:22:03Z,7
pr,34095,2016-06-05T13:55:09Z,696
pr,34095,2016-06-05T13:55:09Z,660
pr,34096,2016-06-05T16:32:19Z,1
pr,34096,2016-06-05T16:32:19Z,1
pr,34096,2016-06-05T16:32:19Z,66
pr,34096,2016-06-05T16:32:19Z,8
pr,34096,2016-06-05T16:32:19Z,1
pr,34097,2016-06-05T17:23:19Z,1
pr,34097,2016-06-05T17:23:19Z,2
pr,34098,2016-06-05T18:27:05Z,1
pr,34098,2016-06-05T18:27:05Z,1
pr,34099,2016-06-05T18:45:10Z,1
pr,34099,2016-06-05T18:45:10Z,1
pr,34102,2016-06-05T19:33:16Z,250
pr,34102,2016-06-05T19:33:16Z,61
pr,34104,2016-06-05T22:26:38Z,2
pr,34104,2016-06-05T22:26:38Z,2
pr,34105,2016-06-05T22:53:12Z,1
pr,34105,2016-06-05T22:53:12Z,1
pr,34108,2016-06-06T08:35:40Z,98
pr,34108,2016-06-06T08:35:40Z,96
