open,effort,label
2012-07-24T20:42:57Z,61,A-codegen;A-libs;A-runtime;I-enhancement
2012-07-28T21:39:57Z,0,A-linkage;E-easy;I-slow
2012-07-29T18:06:52Z,2,NULL
2012-08-13T07:23:04Z,0,E-easy;I-enhancement
2012-08-14T09:27:25Z,0,E-easy;I-enhancement
2012-08-20T21:02:13Z,252,A-rustdoc;I-wishlist
2012-08-22T16:53:21Z,2,NULL
2012-08-22T18:59:52Z,62,A-diagnostics;A-traits;A-typesystem;I-papercut
2012-08-31T17:42:21Z,59,A-codegen;I-crash
2012-09-02T17:27:08Z,0,NULL
2012-09-08T00:43:49Z,0,NULL
2012-09-11T07:35:17Z,0,A-testsuite;E-easy;I-cleanup
2012-09-13T18:52:29Z,27,A-libs;A-runtime;E-easy;I-completion
2012-09-14T13:08:43Z,0,A-runtime;E-easy
2012-09-26T08:54:54Z,0,A-grammar;E-easy
2012-09-28T02:33:10Z,885,"B-clarifying,A-libs;E-easy;I-cleanup"
2012-09-28T07:31:35Z,164,A-linkage;A-runtime;I-enhancement
2012-09-29T07:20:59Z,0,NULL
2012-10-02T03:38:16Z,0,A-libs;B-RFC
2012-10-04T03:44:09Z,63,"A-build;A-linux;B-clarifying;I-enhancement,A-linux;A-runtime;B-reproduce;E-hard;I-wrong"
2012-10-04T19:24:43Z,0,A-libs;I-enhancement
2012-10-06T02:43:52Z,0,A-build;I-cleanup
2012-10-08T17:45:56Z,47,A-pkg;I-ICE
2012-10-10T20:43:10Z,27,A-ffi;A-linkage;I-ICE
2012-10-11T06:42:17Z,2,A-build;E-easy;I-wrong
2012-10-12T03:17:57Z,0,A-frontend;E-easy;I-cleanup
2012-10-13T03:51:53Z,1459,"I-wrong,A-codegen;A-typesystem;I-crash"
2012-10-13T17:32:47Z,0,A-libs;I-enhancement
2012-10-14T12:56:19Z,60,NULL
2012-10-14T21:06:00Z,0,A-lifetimes;I-crash
2012-10-15T20:38:55Z,0,"A-libs;E-easy;I-cleanup,A-build;B-RFC;I-slow"
2012-10-17T07:14:09Z,0,A-grammar;I-papercut
2012-10-18T18:07:48Z,205,NULL
2012-10-18T21:55:01Z,0,B-RFC
2012-10-21T07:46:55Z,0,A-codegen;I-ICE;I-wrong
2012-10-21T07:48:03Z,0,A-codegen;I-ICE;I-wrong
2012-10-21T07:48:55Z,7,A-codegen;I-ICE;I-wrong
2012-10-22T02:35:45Z,137,A-runtime;E-easy;I-cleanup
2012-10-22T19:57:48Z,0,A-rustdoc;I-cleanup
2012-10-22T19:59:00Z,42,A-rustdoc;I-cleanup
2012-10-23T06:47:53Z,48,A-frontend;E-easy;I-wrong
2012-10-23T22:01:04Z,188,A-libs;E-easy;I-cleanup
2012-10-24T17:43:28Z,148,A-lint;I-enhancement
2012-10-24T21:06:46Z,0,A-lifetimes;I-wrong
2012-10-25T19:31:58Z,0,A-docs;I-completion
2012-10-27T02:44:16Z,0,A-lifetimes;I-wrong
2012-10-27T02:46:32Z,80,"A-typesystem;E-easy;I-wrong;P-backcompat-lang,A-typesystem;E-easy;I-wrong;P-backcompat-lang"
2012-10-28T00:58:23Z,0,A-preTy;E-hard;I-wrong
2012-10-28T20:38:05Z,34,A-libs;E-easy;I-cleanup
2012-10-30T21:41:40Z,17,A-codegen;E-easy;I-crash
2012-11-03T21:08:28Z,0,A-runtime;E-easy;I-cleanup
2012-11-04T18:15:19Z,380,A-libs;I-cleanup
2012-11-05T04:34:38Z,8,NULL
2012-11-06T00:45:17Z,68,A-libs;I-wrong
2012-11-06T05:22:33Z,0,"A-lifetimes;I-wrong,A-lifetimes;I-wrong,A-lifetimes;I-completion;metabug;P-backcompat-lang,A-codegen;I-crash"
2012-11-07T06:26:25Z,25,A-libs;E-easy
2012-11-08T02:21:33Z,0,"A-libs;A-testsuite;I-wrong,A-libs;A-testsuite;I-wrong"
2012-11-09T01:03:39Z,0,A-resolve;I-wrong
2012-11-14T02:51:48Z,0,A-traits;I-cleanup;metabug
2012-11-14T06:25:40Z,0,A-traits;I-cleanup;metabug
2012-11-15T05:45:08Z,0,A-codegen;B-reproduce;I-wrong
2012-11-16T00:38:40Z,0,A-traits;I-wrong
2012-11-16T02:06:26Z,0,A-traits;A-typesystem;I-ICE
2012-11-16T23:29:33Z,1217,A-frontend;B-RFC
2012-11-18T00:53:35Z,0,A-libs;I-crash
2012-11-18T03:45:16Z,75,A-libs;I-enhancement
2012-11-19T21:04:46Z,0,A-frontend;B-RFC
2012-11-21T01:16:44Z,0,A-frontend;I-papercut
2012-11-22T16:44:12Z,0,A-syntaxext;E-easy
2012-11-24T20:55:43Z,121,A-libs;I-cleanup
2012-11-25T01:45:10Z,12750,A-frontend;B-RFC
2012-11-25T18:46:57Z,0,A-libs;I-enhancement
2012-11-27T04:36:58Z,0,A-syntaxext;I-completion
2012-11-27T05:56:20Z,301,NULL
2012-11-30T20:34:30Z,0,"A-typesystem;I-wrong,A-linkage;I-wrong"
2012-12-01T04:25:40Z,40,A-build;E-easy;I-wrong
2012-12-01T22:26:17Z,0,"A-frontend;B-RFC;I-enhancement,A-lifetimes;I-crash;I-wrong;P-backcompat-lang"
2012-12-02T22:54:04Z,22,A-codegen;A-libs;I-ICE
2012-12-06T06:42:44Z,0,A-linkage;E-easy;I-cleanup
2012-12-06T23:14:40Z,0,"A-windows;I-wrong,A-codegen;I-wrong"
2012-12-08T07:48:32Z,0,A-typesystem;E-easy;I-papercut
2012-12-11T05:10:56Z,0,A-codegen;I-ICE
2012-12-11T05:20:13Z,0,"A-docs;I-completion,A-docs;I-completion"
2012-12-11T10:18:31Z,0,A-libs;B-clarifying;I-completion
2012-12-11T22:46:30Z,0,B-RFC;E-easy
2012-12-12T00:55:09Z,0,B-RFC;E-easy
2012-12-12T03:24:55Z,162,A-libs;I-cleanup
2012-12-12T04:02:12Z,0,A-lifetimes;I-wrong
2012-12-13T01:09:42Z,2233,A-syntaxext;I-completion
2012-12-13T20:55:44Z,0,A-traits;A-typesystem;I-wrong
2012-12-14T01:11:02Z,0,A-testsuite;I-wrong
2012-12-14T01:14:02Z,8,A-testsuite;I-wrong
2012-12-14T23:59:41Z,0,A-lifetimes;I-ICE
2012-12-15T13:07:16Z,1488,"A-libs;I-wrong,A-codegen;A-linkage;I-enhancement;I-nominated"
2012-12-18T00:10:20Z,0,A-runtime;I-crash
2012-12-18T06:08:53Z,0,A-traits;I-wrong;P-backcompat-lang
2012-12-20T07:04:14Z,0,A-codegen;I-ICE
2012-12-20T11:49:36Z,0,A-build;I-wrong
2012-12-20T12:16:47Z,0,A-build;I-wrong
2012-12-20T12:18:21Z,0,A-build;I-wrong
2012-12-20T15:18:32Z,48,A-an-interesting-project;A-libs;I-wishlist
2012-12-21T18:52:20Z,271,I-wishlist
2012-12-23T07:53:43Z,0,A-docs;I-papercut
2012-12-23T19:29:25Z,22,A-typesystem;I-ICE
2012-12-24T15:23:23Z,0,A-typesystem;B-clarifying;I-wrong
2012-12-24T18:58:10Z,374,"A-traits;I-cleanup,A-libs;I-cleanup"
2012-12-28T21:54:46Z,0,"A-docs;E-easy;I-papercut,A-frontend;A-testsuite;I-wrong"
2012-12-29T18:28:14Z,83,A-resolve;I-papercut
2012-12-30T12:57:37Z,0,A-libs;E-easy;I-enhancement
2012-12-30T19:06:33Z,19,A-libs;E-easy;I-wrong
2013-01-02T06:33:36Z,0,A-build;I-wrong
2013-01-03T23:40:06Z,0,A-libs;I-enhancement
2013-01-04T01:48:16Z,0,"A-runtime;I-enhancement,A-runtime;I-wrong"
2013-01-04T01:50:35Z,0,"A-an-interesting-project;A-build;A-runtime;E-hard;I-enhancement,A-android;A-runtime;I-completion;P-low,A-android;A-build;I-completion,A-android;A-runtime;I-wrong,A-android;A-runtime;I-completion;P-low"
2013-01-04T05:12:32Z,0,A-frontend;I-enhancement
2013-01-08T03:38:37Z,0,A-traits;I-ICE
2013-01-08T15:09:54Z,0,A-typesystem;I-wrong
2013-01-08T15:11:08Z,0,A-typesystem;I-wrong
2013-01-10T07:13:03Z,58,A-libs;E-easy;I-cleanup
2013-01-10T13:55:02Z,138,A-libs;I-wrong
2013-01-11T07:47:41Z,0,A-build;A-linux;I-wrong
2013-01-11T08:37:12Z,13,A-libs;E-easy;I-cleanup;P-backcompat-lang
2013-01-11T19:36:27Z,115,A-libs;E-easy;I-enhancement
2013-01-13T00:00:53Z,0,A-codegen;I-slow;I-wrong
2013-01-13T11:53:34Z,67,"A-libs;I-cleanup,A-libs;I-cleanup"
2013-01-13T15:18:28Z,338,A-llvm;I-papercut
2013-01-14T06:10:03Z,0,A-aTributes;A-build;I-enhancement
2013-01-14T09:32:36Z,0,A-aTributes;A-build;I-enhancement
2013-01-14T16:11:56Z,0,"A-libs;I-slow,A-libs;I-slow"
2013-01-15T08:10:13Z,20,NULL
2013-01-16T01:19:34Z,0,A-libs;E-easy
2013-01-16T01:23:12Z,15,A-libs;E-easy
2013-01-16T06:52:23Z,0,A-libs;E-easy;I-wrong
2013-01-16T10:36:36Z,24,A-libs;I-completion
2013-01-17T14:21:08Z,0,A-metadata;I-ICE
2013-01-18T07:35:50Z,177,A-build;A-testsuite;I-completion
2013-01-18T16:17:18Z,0,I-ICE
2013-01-19T05:04:12Z,0,"A-traits;A-typesystem;I-cleanup,A-traits;A-typesystem;I-cleanup,A-traits;I-wrong"
2013-01-19T05:13:05Z,0,A-lifetimes;I-ICE
2013-01-20T11:07:07Z,8,NULL
2013-01-20T18:56:16Z,101,A-libs;I-enhancement
2013-01-21T06:56:08Z,8,NULL
2013-01-22T22:58:59Z,42,NULL
2013-01-23T08:24:19Z,5,A-frontend;I-enhancement
2013-01-23T13:33:03Z,12,A-frontend;B-RFC;I-enhancement
2013-01-23T18:35:57Z,127,A-libs;E-easy;I-cleanup
2013-01-24T05:44:19Z,0,A-typesystem;I-papercut
2013-01-24T06:49:14Z,6,A-android;A-runtime;I-wrong
2013-01-25T00:46:11Z,429,A-runtime;I-enhancement
2013-01-25T01:17:13Z,1945,"A-runtime;I-wrong,A-libs;B-clarifying;E-easy;I-cleanup;P-backcompat-libs,A-frontend;A-testsuite;I-wrong"
2013-01-25T06:30:14Z,0,A-lifetimes;I-wrong
2013-01-26T02:38:16Z,0,A-frontend;A-rustdoc;E-easy;I-completion
2013-01-26T08:14:56Z,4,A-docs;E-easy;I-wrong
2013-01-27T00:43:42Z,86,A-libs;E-easy;I-completion
2013-01-28T16:14:49Z,0,"A-libs;E-hard;I-cleanup,A-libs;I-cleanup,A-libs;I-wrong,A-libs;E-easy;I-cleanup,A-libs;I-completion,A-testsuite;I-wrong,E-easy;I-enhancement"
2013-01-29T02:14:02Z,42,A-libs;I-enhancement
2013-01-29T12:28:52Z,28,A-runtime;E-easy;I-completion;I-wrong
2013-01-30T03:44:14Z,304,A-libs;I-enhancement
2013-01-30T04:45:27Z,160,A-codegen;I-ICE
2013-01-30T08:43:26Z,1,A-build;E-easy
2013-01-30T09:30:05Z,14,A-libs;E-easy;I-wrong
2013-01-31T10:39:48Z,10,A-frontend;I-enhancement
2013-01-31T20:06:24Z,0,I-completion
2013-02-01T02:29:36Z,0,A-frontend;A-syntaxext;E-easy;I-completion
2013-02-01T03:58:13Z,534,"A-libs;I-completion,A-libs;I-cleanup"
2013-02-01T17:31:55Z,0,A-frontend;A-parser;I-enhancement
2013-02-02T22:26:36Z,0,A-libs;E-easy
2013-02-04T10:38:50Z,2,A-android;A-build;I-completion
2013-02-04T22:20:24Z,2,A-linux;A-runtime;A-testsuite;I-wrong
2013-02-05T00:50:58Z,0,A-libs;A-syntaxext;I-cleanup
2013-02-06T01:06:10Z,0,"A-lifetimes;A-typesystem;I-wrong,A-typesystem;I-wrong,A-codegen;A-ffi;A-typesystem;I-cleanup"
2013-02-06T01:33:37Z,17,A-frontend;I-ICE
2013-02-06T08:11:54Z,0,NULL
2013-02-06T08:45:44Z,0,A-parser;I-wrong
2013-02-07T03:42:31Z,0,A-lifetimes;A-typesystem;I-papercut;I-wrong
2013-02-08T00:01:00Z,0,A-frontend;E-easy;I-cleanup
2013-02-08T05:46:45Z,0,A-runtime;E-easy;I-wrong
2013-02-08T10:26:07Z,52,A-codegen;I-completion
2013-02-08T14:05:11Z,0,A-lifetimes;A-parser;A-preTy;A-typesystem;E-hard;I-enhancement;P-backcompat-lang
2013-02-08T15:41:53Z,0,A-typesystem;I-crash
2013-02-09T00:29:22Z,0,A-runtime;E-easy
2013-02-09T09:40:42Z,0,A-runtime;E-easy;I-cleanup
2013-02-09T13:10:13Z,0,A-parser;E-easy;I-wrong
2013-02-09T18:15:14Z,0,A-debuginfo;A-testsuite;I-cleanup
2013-02-11T08:59:50Z,0,A-libs;I-wrong
2013-02-11T19:07:05Z,44,A-syntaxext;E-easy;I-wrong
2013-02-11T22:13:32Z,0,A-libs;E-easy;I-cleanup
2013-02-12T03:28:24Z,0,A-frontend;A-syntaxext;E-easy;I-completion
2013-02-12T05:39:20Z,0,A-libs;E-easy;I-enhancement
2013-02-12T22:43:48Z,1816,A-frontend;A-syntaxext;E-easy;I-completion
2013-02-13T02:43:05Z,0,"A-frontend;A-grammar;A-parser;I-wrong,A-parser;E-easy;I-papercut"
2013-02-13T04:13:38Z,0,A-lifetimes;A-typesystem;I-wrong
2013-02-13T09:52:05Z,0,"A-runtime;E-hard;I-wrong,A-runtime;E-easy;I-cleanup"
2013-02-13T19:23:17Z,0,A-libs;E-easy;I-cleanup
2013-02-14T21:10:55Z,0,A-frontend;A-syntaxext;E-easy;I-completion
2013-02-14T21:13:50Z,0,A-frontend;A-syntaxext;E-easy;I-completion
2013-02-15T00:20:52Z,0,A-libs;E-easy;I-cleanup
2013-02-15T01:34:42Z,49,A-frontend;A-syntaxext;E-easy;I-completion
2013-02-15T07:38:23Z,281,A-libs;I-wrong
2013-02-15T13:05:17Z,0,"A-typesystem;B-RFC,A-codegen;A-parser;A-syntaxext;A-typesystem;I-cleanup;metabug,A-frontend;I-cleanup"
2013-02-15T17:29:06Z,0,A-libs;E-easy;I-cleanup
2013-02-17T02:36:44Z,0,"A-libs;I-cleanup,A-libs;I-papercut"
2013-02-17T23:54:02Z,0,A-grammar;A-parser;I-wrong
2013-02-18T16:06:01Z,0,A-diagnostics;A-typesystem;I-papercut
2013-02-18T21:13:33Z,0,A-runtime;E-easy;I-cleanup
2013-02-19T01:13:38Z,0,"A-libs;A-runtime;I-completion,A-runtime;I-nominated;I-slow,A-an-interesting-project;A-codegen;A-io;A-libs;A-runtime;I-wishlist;metabug,A-codegen;A-libs;A-runtime;I-cleanup,A-io;A-libs;E-hard;I-enhancement;metabug;P-backcompat-libs,A-io;A-libs;A-runtime;I-completion;metabug;P-backcompat-libs,A-an-interesting-project;A-codegen;A-io;A-libs;A-runtime;I-wishlist;metabug,A-runtime;I-completion,A-runtime;E-easy;I-cleanup,A-an-interesting-project;A-runtime;I-enhancement,A-ffi;A-runtime;I-slow,A-an-interesting-project;A-concurrency;A-runtime;B-RFC;E-hard;I-enhancement;P-high,A-libs;I-cleanup;P-backcompat-libs,A-libs;A-runtime;E-easy;I-cleanup,A-runtime;I-completion"
2013-02-19T15:57:03Z,0,A-diagnostics;A-typesystem;E-easy;I-ICE
2013-02-20T00:13:18Z,0,A-codegen;I-wrong
2013-02-20T01:28:46Z,0,A-codegen;A-llvm;I-slow
2013-02-20T01:54:41Z,0,A-typesystem;E-easy;I-ICE
2013-02-20T17:08:51Z,0,A-libs;E-easy;E-needstest;I-wrong
2013-02-20T17:54:07Z,0,A-typesystem;E-easy;I-ICE
2013-02-20T20:09:19Z,0,A-libs;E-easy;I-cleanup
2013-02-20T20:12:13Z,0,A-libs;E-easy;I-cleanup
2013-02-21T06:18:58Z,146,A-frontend;A-syntaxext;I-ICE
2013-02-21T06:54:27Z,33,I-wrong
2013-02-21T13:50:51Z,0,A-diagnostics;A-typesystem;I-ICE
2013-02-22T00:43:59Z,0,A-linux;A-runtime;A-testsuite;I-wrong
2013-02-22T02:38:00Z,0,A-libs;A-runtime;E-easy;I-cleanup
2013-02-22T10:36:30Z,0,A-diagnostics;E-easy;I-papercut
2013-02-23T06:17:51Z,0,A-typesystem;I-ICE
2013-02-23T06:43:03Z,0,A-libs;E-easy;I-cleanup
2013-02-23T08:41:35Z,0,A-frontend;E-easy;I-enhancement
2013-02-24T05:13:08Z,0,A-libs;B-RFC;E-easy;I-papercut
2013-02-25T11:03:03Z,0,A-frontend;E-easy;I-cleanup
2013-02-26T02:58:23Z,144,"A-frontend;E-hard;I-completion,A-frontend;I-enhancement"
2013-02-26T05:43:20Z,0,A-linkage;A-resolve;I-wrong
2013-02-26T11:27:05Z,0,A-android;A-codegen;I-wrong
2013-02-26T12:41:41Z,20,A-typesystem;I-ICE
2013-02-26T16:48:31Z,0,"A-syntaxext;I-completion;P-low,A-syntaxext;I-completion;I-wrong"
2013-02-26T19:06:11Z,0,A-frontend;A-parser;I-enhancement
2013-02-26T19:45:00Z,1287,A-lifetimes;A-parser;A-preTy;A-typesystem;E-hard;I-enhancement;P-backcompat-lang
2013-02-27T01:18:32Z,0,A-grammar;A-parser;I-cleanup
2013-02-27T03:46:03Z,76,A-codegen;A-libs;A-runtime;I-cleanup
2013-02-27T05:37:43Z,0,"A-typesystem;I-completion,A-parser;I-wrong,A-frontend;I-papercut,A-libs;A-syntaxext;I-cleanup"
2013-02-27T13:53:50Z,22,A-libs;I-wrong
2013-02-27T13:58:46Z,0,A-lifetimes;A-parser;A-preTy;A-typesystem;E-hard;I-enhancement;P-backcompat-lang
2013-02-27T20:00:44Z,0,A-codegen;A-debuginfo;E-hard;I-wrong
2013-02-27T21:58:23Z,0,A-grammar;A-unicode;B-RFC;E-easy;I-cleanup;P-backcompat-lang
2013-02-27T22:35:46Z,0,A-typesystem;I-ICE
2013-02-28T03:57:16Z,0,A-libs;E-easy;I-papercut
2013-02-28T13:40:08Z,30,E-easy;I-cleanup
2013-02-28T20:52:56Z,439,A-codegen;I-cleanup
2013-02-28T22:25:21Z,7,A-testsuite;I-wrong
2013-02-28T23:25:38Z,0,A-concurrency;A-libs;E-easy
2013-03-01T09:47:34Z,0,A-frontend;E-easy;I-ICE
2013-03-01T10:19:36Z,0,NULL
2013-03-02T11:30:37Z,0,A-libs;I-cleanup
2013-03-02T12:56:23Z,0,A-libs;I-cleanup
2013-03-02T12:57:22Z,0,A-libs;I-cleanup
2013-03-02T14:23:27Z,0,A-docs;I-completion
2013-03-03T16:04:07Z,0,A-libs;I-cleanup
2013-03-04T01:03:04Z,0,NULL
2013-03-04T19:51:58Z,0,NULL
2013-03-05T01:39:55Z,35,I-ICE
2013-03-05T03:34:56Z,0,A-concurrency;A-lifetimes;I-wrong
2013-03-05T22:08:01Z,0,A-android;A-build;I-completion
2013-03-05T22:09:02Z,0,A-android;A-build;I-completion
2013-03-06T16:05:10Z,764,A-traits
2013-03-06T18:03:01Z,0,NULL
2013-03-08T04:50:02Z,1229,A-libs;E-easy;I-cleanup
2013-03-08T23:22:05Z,0,A-libs;I-cleanup
2013-03-09T03:37:39Z,0,"A-libs;A-syntaxext;E-easy;I-papercut,A-frontend;I-completion"
2013-03-10T01:49:31Z,0,"A-codegen;A-traits;I-wrong,A-codegen;A-ffi;I-wrong"
2013-03-10T15:07:45Z,882,A-codegen;A-ffi;I-wrong
2013-03-11T05:45:56Z,0,A-concurrency;A-libs;E-easy
2013-03-11T18:16:05Z,0,A-codegen;A-frontend;A-syntaxext;E-hard;I-wishlist
2013-03-11T22:53:19Z,0,A-runtime;E-easy;I-cleanup
