open,additions,labels,,,,,,,Pr_number
2018-05-13T15:03:29Z,1822,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review",,,,,,,50769
2018-05-14T11:42:24Z,146,B-unstable,,,,,,,50770
2018-05-14T12:30:50Z,712,"S-waiting-on-bors,S-waiting-on-bors;T-dev-tools,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review",,,,,,,50775
2018-05-14T13:20:34Z,2089,"S-waiting-on-review,B-RFC-approved;C-tracking-issue;T-lang,S-waiting-on-review,B-RFC-approved;C-tracking-issue;T-lang,S-waiting-on-review,B-RFC-approved;C-tracking-issue;T-lang",,,,,,,50782
2018-05-14T14:47:21Z,5071,"S-waiting-on-review,S-waiting-on-review",,,,,,,50783
2018-05-14T16:37:14Z,178,NULL,,,,,,,50787
2018-05-14T17:15:06Z,938,NULL,,,,,,,50788
2018-05-14T23:58:33Z,2,"A-build;C-bug;regression-from-stable-to-stable,A-build;C-bug;regression-from-stable-to-stable",,,,,,,50789
2018-05-14T23:58:33Z,38,NULL,,,,,,,50790
2018-05-15T06:40:18Z,10,A-testsuite;E-easy;E-mentor,,,,,,,50793
2018-05-15T06:40:18Z,47,NULL,,,,,,,50803
2018-05-15T12:27:07Z,242,NULL,,,,,,,50805
2018-05-15T12:27:07Z,439,NULL,,,,,,,50806
2018-05-15T12:27:07Z,6362,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;beta-nominated;relnotes,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;beta-nominated;relnotes,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,50807
2018-05-16T01:05:50Z,114,"B-RFC-approved;C-tracking-issue;T-libs,B-RFC-approved;C-tracking-issue;T-libs",,,,,,,50808
2018-05-16T01:08:28Z,446,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,50809
2018-05-16T14:57:53Z,22,NULL,,,,,,,50812
2018-05-16T14:57:53Z,45,"A-traits;I-unsound%20%F0%9F%92%A5,A-traits;I-unsound%20%F0%9F%92%A5,S-waiting-on-review",,,,,,,50815
2018-05-16T15:19:29Z,175,"I-ICE,I-ICE",,,,,,,50819
2018-05-16T15:23:05Z,167,"S-waiting-on-review,S-waiting-on-review",,,,,,,50820
2018-05-16T15:23:05Z,288,NULL,,,,,,,50827
2018-05-16T15:23:05Z,2,NULL,,,,,,,50829
2018-05-16T15:23:05Z,80,"B-unstable;C-tracking-issue;T-libs,B-unstable;C-tracking-issue;T-libs",,,,,,,50836
2018-05-16T15:23:05Z,361,"S-waiting-on-review,S-waiting-on-review",,,,,,,50837
2018-05-16T15:23:05Z,76,"A-macros-2.0,A-macros-2.0",,,,,,,50838
2018-05-16T15:23:05Z,10,NULL,,,,,,,50841
2018-05-16T15:23:05Z,3156,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,50847
2018-05-17T00:26:29Z,1736,"S-waiting-on-review,S-waiting-on-review",,,,,,,50849
2018-05-17T03:46:07Z,120,S-waiting-on-review,,,,,,,50850
2018-05-17T03:46:07Z,373,"S-waiting-on-review,S-waiting-on-review",,,,,,,50851
2018-05-17T15:33:13Z,204,NULL,,,,,,,50852
2018-05-17T16:45:08Z,807,"S-waiting-on-review,S-waiting-on-review",,,,,,,50854
2018-05-17T19:51:31Z,98,NULL,,,,,,,50859
2018-05-17T19:51:31Z,469,"A-rustdoc;C-enhancement,A-rustdoc;C-enhancement",,,,,,,50875
2018-05-17T19:51:31Z,446,"T-compiler;regression-from-stable-to-nightly,T-compiler;regression-from-stable-to-nightly",,,,,,,50876
2018-05-17T19:51:31Z,49,NULL,,,,,,,50877
2018-05-17T19:51:31Z,135,NULL,,,,,,,50880
2018-05-17T19:51:31Z,41,NULL,,,,,,,50882
2018-05-17T19:51:31Z,45,NULL,,,,,,,50892
2018-05-17T19:51:31Z,450,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,50893
2018-05-17T21:59:28Z,41,NULL,,,,,,,50894
2018-05-17T22:10:30Z,42,A-tools;E-easy,,,,,,,50902
2018-05-18T00:18:53Z,1849,"A-rustbuild;E-mentor,A-rustbuild;E-mentor",,,,,,,50904
2018-05-18T00:18:53Z,739,"A-resolve,A-resolve",,,,,,,50908
2018-05-18T00:18:53Z,615,A-const-eval;A-const-fn;C-bug;T-compiler;WG-compiler-const,,,,,,,50909
2018-05-18T00:18:53Z,664,NULL,,,,,,,50912
2018-05-18T00:18:53Z,479,NULL,,,,,,,50914
2018-05-18T04:18:48Z,559,NULL,,,,,,,50916
2018-05-18T08:03:01Z,104,"S-waiting-on-review,S-waiting-on-review",,,,,,,50922
2018-05-18T08:03:01Z,240,NULL,,,,,,,50929
2018-05-18T08:03:01Z,503,NULL,,,,,,,50930
2018-05-18T08:03:01Z,489,"B-unstable;T-libs,S-waiting-on-review,S-waiting-on-review;T-libs,B-unstable;T-libs,S-waiting-on-review;T-libs,S-waiting-on-review",,,,,,,50933
2018-05-18T19:59:41Z,315,"S-waiting-on-review;beta-nominated;relnotes,S-waiting-on-review",,,,,,,50939
2018-05-18T21:45:35Z,186,NULL,,,,,,,50941
2018-05-18T22:31:42Z,10,NULL,,,,,,,50945
2018-05-18T23:02:11Z,2220,"S-waiting-on-review,A-macros-2.0,A-macros-2.0,S-waiting-on-review",,,,,,,50946
2018-05-19T15:22:29Z,711,NULL,,,,,,,50947
2018-05-19T15:41:07Z,36,NULL,,,,,,,50953
2018-05-19T15:41:07Z,52,NULL,,,,,,,50955
2018-05-19T15:41:07Z,134,"S-waiting-on-review,S-waiting-on-review",,,,,,,50957
2018-05-19T15:41:07Z,26,NULL,,,,,,,50965
2018-05-19T15:53:38Z,28,"A-traits;I-unsound%20%F0%9F%92%A5,A-traits;I-unsound%20%F0%9F%92%A5",,,,,,,50966
2018-05-19T18:38:55Z,30,S-waiting-on-review,,,,,,,50967
2018-05-19T18:38:55Z,1866,"S-waiting-on-bors;T-libs;relnotes,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,50968
2018-05-21T04:23:56Z,208,NULL,,,,,,,50969
2018-05-21T09:51:17Z,827,"A-macros-2.0,A-macros-2.0",,,,,,,50971
2018-05-21T09:51:17Z,113,"S-waiting-on-review,S-waiting-on-review",,,,,,,50979
2018-05-21T14:01:01Z,310,"A-rust-2018-preview,A-rust-2018-preview,A-rust-2018-preview,A-rust-2018-preview",,,,,,,50982
2018-05-21T16:29:09Z,58,A-rust-2018-preview,,,,,,,50983
2018-05-21T16:29:09Z,36,B-RFC-approved;C-tracking-issue;T-libs,,,,,,,50984
2018-05-21T16:36:23Z,129,"A-diagnostics,S-waiting-on-review,A-diagnostics,S-waiting-on-review",,,,,,,50987
2018-05-21T16:43:16Z,32,"S-waiting-on-review,S-waiting-on-review",,,,,,,50995
2018-05-21T22:32:26Z,49,"I-nominated;T-lang;WG-epoch,I-nominated;T-lang;WG-epoch",,,,,,,50999
2018-05-22T01:03:26Z,28,"A-rust-2018-preview,A-rust-2018-preview",,,,,,,51010
2018-05-22T02:17:42Z,148,NULL,,,,,,,51011
2018-05-22T15:16:09Z,1675,"T-compiler;WG-epoch,A-rust-2018-preview,S-waiting-on-review,T-compiler;WG-epoch,A-rust-2018-preview,A-lint,S-waiting-on-review",,,,,,,51015
2018-05-22T16:26:25Z,26,"S-waiting-on-review,A-docs,S-waiting-on-review,A-docs",,,,,,,51016
2018-05-22T16:26:25Z,6,NULL,,,,,,,51017
2018-05-22T16:26:25Z,255,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51023
2018-05-22T22:59:14Z,2,"S-waiting-on-review;T-libs,S-waiting-on-review;T-libs",,,,,,,51033
2018-05-22T22:59:14Z,1,S-waiting-on-review,,,,,,,51034
2018-05-22T22:59:14Z,43,NULL,,,,,,,51035
2018-05-23T00:25:45Z,4653,"S-waiting-on-review;beta-nominated,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,A-stability;S-waiting-on-review;beta-nominated,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51037
2018-05-23T23:03:11Z,35,NULL,,,,,,,51041
2018-05-24T00:13:50Z,3008,"T-compiler;regression-from-stable-to-nightly,B-RFC-approved;C-tracking-issue;T-lang,T-compiler;regression-from-stable-to-nightly,B-RFC-approved;C-tracking-issue;T-lang",,,,,,,51042
2018-05-24T00:13:50Z,163,"C-feature-request;I-nominated;T-core;T-release,S-waiting-on-bors,S-waiting-on-review,C-feature-request;I-nominated;T-core;T-release,S-waiting-on-review,S-waiting-on-bors",,,,,,,51045
2018-05-24T01:12:20Z,9,NULL,,,,,,,51049
2018-05-24T01:12:20Z,212,NULL,,,,,,,51051
2018-05-24T02:25:46Z,804,"C-bug;I-nominated;T-compiler;regression-from-stable-to-beta,C-bug;I-nominated;T-compiler;regression-from-stable-to-beta",,,,,,,51052
2018-05-24T08:02:49Z,450,NULL,,,,,,,51057
2018-05-24T08:02:49Z,64,S-waiting-on-review;beta-nominated,,,,,,,51058
2018-05-24T08:02:49Z,458,"S-waiting-on-review,S-waiting-on-review",,,,,,,51060
2018-05-24T08:02:49Z,629,"S-waiting-on-review,S-waiting-on-review",,,,,,,51063
2018-05-24T12:51:08Z,5,NULL,,,,,,,51068
2018-05-24T13:06:20Z,1870,NULL,,,,,,,51070
2018-05-24T15:51:37Z,69,"S-waiting-on-review,A-incr-comp;A-macros;A-resolve;A-syntaxext;C-bug",,,,,,,51072
2018-05-24T15:51:37Z,21,A-macros;A-plugin;B-RFC-approved,,,,,,,51073
2018-05-24T15:51:37Z,320,"S-waiting-on-review,S-waiting-on-review",,,,,,,51075
2018-05-24T15:51:37Z,127,"B-unstable;T-libs,B-unstable;T-libs",,,,,,,51078
2018-05-24T15:51:37Z,102,NULL,,,,,,,51079
2018-05-24T15:51:37Z,145,NULL,,,,,,,51081
2018-05-24T19:05:10Z,2282,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,51082
2018-05-24T21:08:16Z,21,NULL,,,,,,,51084
2018-05-24T21:08:16Z,3292,"B-RFC-approved,B-unstable;C-tracking-issue;T-lang,B-unstable;C-tracking-issue;T-lang,A-NVPTX;B-unstable,B-RFC-approved;T-lang,B-unstable;T-libs,B-unstable;C-tracking-issue;O-wasm;T-compiler,A-macros;A-plugin;B-RFC-approved,B-RFC-approved,B-unstable;C-tracking-issue;T-lang,B-unstable;C-tracking-issue;T-lang,A-NVPTX;B-unstable,B-RFC-approved;T-lang,B-unstable;C-tracking-issue;O-wasm;T-compiler,B-unstable;T-libs,A-macros;A-plugin;B-RFC-approved",,,,,,,51090
2018-05-25T17:01:00Z,317,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,51094
2018-05-25T22:28:41Z,18,NULL,,,,,,,51096
2018-05-26T01:04:55Z,8,NULL,,,,,,,51098
2018-05-26T01:04:55Z,306,NULL,,,,,,,51099
2018-05-26T05:05:28Z,59,NULL,,,,,,,51100
2018-05-26T05:05:28Z,509,"A-diagnostics;T-compiler,A-diagnostics;T-compiler",,,,,,,51104
2018-05-26T08:58:38Z,87,"NLL-performant;T-compiler;WG-compiler-nll,NLL-performant;T-compiler;WG-compiler-nll",,,,,,,51106
2018-05-26T09:12:30Z,88,S-waiting-on-review,,,,,,,51108
2018-05-26T09:12:30Z,4,NULL,,,,,,,51109
2018-05-26T11:29:06Z,428,NULL,,,,,,,51124
2018-05-26T11:32:34Z,27,"E-easy;I-cleanup,E-easy;I-cleanup",,,,,,,51135
2018-05-26T11:32:34Z,20,"A-NLL;NLL-sound;WG-compiler-nll,A-NLL;NLL-sound;WG-compiler-nll",,,,,,,51139
2018-05-26T11:32:34Z,25,NULL,,,,,,,51140
2018-05-26T11:32:34Z,92,NULL,,,,,,,51142
2018-05-26T11:32:34Z,1,NULL,,,,,,,51143
2018-05-26T11:32:34Z,1,B-unstable;T-libs,,,,,,,51144
2018-05-26T13:46:50Z,164,"S-waiting-on-review,S-waiting-on-review",,,,,,,51145
2018-05-26T15:50:30Z,474,NULL,,,,,,,51146
2018-05-26T15:50:30Z,629,"B-RFC-approved;T-libs,B-RFC-approved;T-libs,B-RFC-approved;T-libs,B-RFC-approved;T-libs",,,,,,,51147
2018-05-26T15:50:30Z,6475,"A-rust-2018-preview,A-rust-2018-preview",,,,,,,51149
2018-05-26T15:50:30Z,127,NULL,,,,,,,51151
2018-05-26T15:50:30Z,122,NULL,,,,,,,51153
2018-05-26T15:50:30Z,4,"C-feature-request;T-libs,C-feature-request;T-libs",,,,,,,51156
2018-05-26T15:50:30Z,2,NULL,,,,,,,51158
2018-05-26T15:50:30Z,2,"regression-from-stable-to-nightly,S-waiting-on-review",,,,,,,51165
2018-05-26T17:22:57Z,20,NULL,,,,,,,51178
2018-05-26T19:04:21Z,106,"T-compiler,T-compiler",,,,,,,51181
2018-05-26T22:37:27Z,2,"T-doc,T-doc",,,,,,,51183
2018-05-26T22:51:35Z,125,"A-diagnostics;E-easy,A-diagnostics;E-easy",,,,,,,51184
2018-05-27T00:07:59Z,174,"C-enhancement;T-rustdoc,C-enhancement;T-rustdoc",,,,,,,51193
2018-05-27T04:45:21Z,1419,"S-waiting-on-review,S-waiting-on-review",,,,,,,51197
2018-05-27T10:16:51Z,131,"C-tracking-issue;T-libs,C-tracking-issue;T-libs",,,,,,,51200
2018-05-27T15:06:05Z,108,"S-waiting-on-review,S-waiting-on-review",,,,,,,51201
2018-05-27T15:41:14Z,2081,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51214
2018-05-28T23:53:45Z,117,S-waiting-on-review,,,,,,,51215
2018-05-29T00:24:21Z,88,"A-resolve;B-RFC-approved,A-resolve;B-RFC-approved",,,,,,,51216
2018-05-29T01:49:16Z,20,NULL,,,,,,,51218
2018-05-29T02:19:58Z,2,"A-rust-2018-preview,A-rust-2018-preview",,,,,,,51220
2018-05-29T03:10:12Z,246,NULL,,,,,,,51235
2018-05-29T03:10:12Z,759,NULL,,,,,,,51237
2018-05-29T03:10:12Z,1828,"B-RFC-approved,A-allocators;I-enhancement;T-libs",,,,,,,51241
2018-05-29T08:09:46Z,772,NULL,,,,,,,51242
2018-05-29T09:05:17Z,536,NULL,,,,,,,51247
2018-05-29T09:32:46Z,423,"A-traits;T-compiler;WG-compiler-traits,A-traits;T-compiler;WG-compiler-traits",,,,,,,51248
2018-05-29T12:52:50Z,41,NULL,,,,,,,51249
2018-05-29T16:18:36Z,441,NULL,,,,,,,51256
2018-05-29T18:34:29Z,3499,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51257
2018-05-30T00:40:12Z,722,"S-waiting-on-review,S-waiting-on-review",,,,,,,51258
2018-05-30T05:30:56Z,22,NULL,,,,,,,51260
2018-05-30T05:34:42Z,563,"A-generators;B-RFC-approved;C-tracking-issue;E-needs-mentor;T-lang,A-generators;B-RFC-approved;C-tracking-issue;E-needs-mentor;T-lang",,,,,,,51263
2018-05-30T12:02:22Z,3,NULL,,,,,,,51264
2018-05-30T12:02:22Z,2,NULL,,,,,,,51270
2018-05-30T12:02:22Z,20,NULL,,,,,,,51274
2018-05-30T12:02:22Z,1440,A-NLL;NLL-diagnostics,,,,,,,51275
2018-05-30T12:02:22Z,85,NULL,,,,,,,51276
2018-05-30T13:15:19Z,2598,NULL,,,,,,,51283
2018-05-30T13:28:51Z,180,NULL,,,,,,,51285
2018-05-30T14:47:34Z,1349,"S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51287
2018-05-31T08:09:24Z,242,NULL,,,,,,,51288
2018-05-31T11:00:59Z,7,"C-tracking-issue;T-lang,C-tracking-issue;T-lang",,,,,,,51298
2018-05-31T13:10:40Z,1214,"S-waiting-on-review,S-waiting-on-review",,,,,,,51299
2018-05-31T20:13:03Z,718,NULL,,,,,,,51307
2018-05-31T20:17:18Z,1,NULL,,,,,,,51308
2018-05-31T20:17:18Z,1630,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51310
2018-05-31T20:53:48Z,2,NULL,,,,,,,51312
2018-05-31T20:53:48Z,1,NULL,,,,,,,51316
2018-05-31T20:53:48Z,170,NULL,,,,,,,51318
2018-05-31T22:12:35Z,3959,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;T-libs;relnotes,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;T-libs;relnotes,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51319
2018-06-01T15:35:02Z,1,"B-unstable;I-nominated;T-libs,B-unstable;I-nominated;T-libs",,,,,,,51320
2018-06-01T15:55:55Z,354,"S-waiting-on-review,S-waiting-on-review",,,,,,,51321
2018-06-01T23:09:17Z,335,"A-codegen;A-llvm;I-compiletime;P-low,A-codegen;A-llvm;I-compiletime;P-low,A-codegen;A-llvm;I-compiletime;P-low,A-codegen;A-llvm;I-compiletime;P-low",,,,,,,51323
2018-06-01T23:09:17Z,1542,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51329
2018-06-01T23:25:19Z,58,"S-waiting-on-review,S-waiting-on-review",,,,,,,51333
2018-06-01T23:25:19Z,508,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51334
2018-06-02T12:29:42Z,2914,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51335
2018-06-02T19:14:30Z,20,"S-waiting-on-review,S-waiting-on-review",,,,,,,51336
2018-06-02T19:14:30Z,37,NULL,,,,,,,51339
2018-06-02T19:14:30Z,3,S-waiting-on-review,,,,,,,51340
2018-06-02T20:06:47Z,91,NULL,,,,,,,51357
2018-06-02T22:36:11Z,479,NULL,,,,,,,51360
2018-06-03T01:55:12Z,1058,A-const-eval;C-bug,,,,,,,51361
2018-06-03T01:55:12Z,342,"B-unstable,B-unstable,B-unstable,B-unstable",,,,,,,51363
2018-06-03T01:55:12Z,172,"S-waiting-on-review,S-waiting-on-review",,,,,,,51364
2018-06-03T03:59:24Z,444,"S-waiting-on-review,B-RFC-approved;T-libs,B-RFC-approved;T-libs,S-waiting-on-review,S-waiting-on-review,B-RFC-approved;T-libs,B-RFC-approved;T-libs,B-RFC-approved;T-libs,S-waiting-on-review",,,,,,,51366
2018-06-04T00:18:09Z,19,NULL,,,,,,,51368
2018-06-04T00:18:09Z,493,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,51369
2018-06-04T00:18:09Z,724,"S-waiting-on-review,S-waiting-on-review,A-diagnostics;E-easy,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,A-diagnostics;E-easy,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51379
2018-06-04T08:21:05Z,11344,"S-waiting-on-review,S-waiting-on-review",,,,,,,51383
2018-06-04T22:17:10Z,37,A-rustdoc,,,,,,,51384
2018-06-04T23:23:36Z,131,NULL,,,,,,,51389
2018-06-05T01:53:50Z,195,"S-waiting-on-review,S-waiting-on-review",,,,,,,51391
2018-06-05T01:53:50Z,127,"B-RFC-approved;T-lang,B-RFC-approved;T-lang",,,,,,,51395
2018-06-05T01:53:50Z,413,"B-RFC-approved;C-tracking-issue;T-libs,B-RFC-approved;C-tracking-issue;T-libs",,,,,,,51396
2018-06-05T07:21:15Z,101,"NLL-performant;T-compiler;WG-compiler-nll,NLL-performant;T-compiler;WG-compiler-nll",,,,,,,51399
2018-06-05T08:50:02Z,1603,"T-compiler,T-compiler",,,,,,,51401
2018-06-05T08:50:02Z,706,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review",,,,,,,51403
2018-06-05T09:30:18Z,1196,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51406
2018-06-05T14:33:52Z,676,"S-waiting-on-review,S-waiting-on-review",,,,,,,51408
2018-06-05T14:33:52Z,1,NULL,,,,,,,51417
2018-06-05T14:33:52Z,250,NULL,,,,,,,51425
2018-06-05T21:09:42Z,2344,"S-waiting-on-bors;beta-nominated,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;T-lang;beta-nominated,S-waiting-on-review,S-waiting-on-bors",,,,,,,51426
2018-06-05T21:09:42Z,35,"S-waiting-on-bors,A-testsuite;E-mentor,S-waiting-on-bors",,,,,,,51427
2018-06-05T23:44:03Z,68,S-waiting-on-review,,,,,,,51428
2018-06-06T07:00:05Z,910,"S-waiting-on-review;T-compiler;beta-nominated,S-waiting-on-bors;beta-nominated,S-waiting-on-review;T-lang;beta-nominated,S-waiting-on-review,S-waiting-on-bors;beta-nominated,S-waiting-on-review;T-compiler;beta-nominated,S-waiting-on-review;T-lang;beta-nominated,S-waiting-on-review",,,,,,,51432
2018-06-06T16:32:56Z,10,"A-rust-2018-preview;T-libs,A-rust-2018-preview;T-libs",,,,,,,51434
2018-06-06T17:03:13Z,6,NULL,,,,,,,51436
2018-06-06T17:03:13Z,3,S-waiting-on-review,,,,,,,51440
2018-06-06T22:33:26Z,204,"A-diagnostics;A-impl-trait,A-diagnostics;A-impl-trait,E-easy;I-cleanup",,,,,,,51444
2018-06-06T22:33:26Z,1051,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,A-testsuite;E-mentor,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;T-lang",,,,,,,51448
2018-06-07T01:13:33Z,84,NULL,,,,,,,51450
2018-06-07T01:13:33Z,196,"A-diagnostics;A-rust-2018-preview;T-compiler;WG-epoch,A-diagnostics;A-rust-2018-preview;T-compiler;WG-epoch",,,,,,,51456
2018-06-07T05:15:48Z,90,A-rustbuild;A-sanitizers;A-spurious;C-tracking-issue,,,,,,,51459
2018-06-07T05:15:48Z,483,NULL,,,,,,,51461
2018-06-07T05:15:48Z,258,"S-waiting-on-review,S-waiting-on-review",,,,,,,51462
2018-06-07T22:36:20Z,231,S-waiting-on-review,,,,,,,51463
2018-06-07T22:36:20Z,37,"B-RFC-approved;T-libs,B-RFC-approved;T-libs",,,,,,,51464
2018-06-07T23:05:49Z,60,NULL,,,,,,,51467
2018-06-07T23:05:49Z,1,NULL,,,,,,,51474
2018-06-07T23:05:49Z,108,"A-macros;C-bug,A-macros;C-bug",,,,,,,51480
2018-06-07T23:05:49Z,95,"T-rustdoc,T-rustdoc",,,,,,,51482
2018-06-08T00:12:36Z,85,"S-waiting-on-review,A-incr-comp;A-macros;A-resolve;A-syntaxext;C-bug,S-waiting-on-review,A-incr-comp;A-macros;A-resolve;A-syntaxext;C-bug",,,,,,,51492
2018-06-08T08:02:20Z,24,"S-waiting-on-review,S-waiting-on-review",,,,,,,51498
2018-06-08T08:02:20Z,21,"S-waiting-on-review,S-waiting-on-review",,,,,,,51502
2018-06-08T08:02:20Z,1272,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,51504
2018-06-08T22:27:20Z,161,NULL,,,,,,,51507
2018-06-08T22:27:20Z,176,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors",,,,,,,51508
2018-06-08T23:21:11Z,19,B-unstable;C-tracking-issue;T-libs,,,,,,,51511
2018-06-08T23:21:11Z,2005,"S-waiting-on-review,S-waiting-on-review",,,,,,,51514
2018-06-08T23:21:11Z,180,A-macros;C-bug,,,,,,,51519
2018-06-08T23:21:11Z,124,"S-waiting-on-review,S-waiting-on-review,C-enhancement;S-waiting-on-review;T-release;beta-nominated",,,,,,,51521
2018-06-08T23:21:11Z,106,"A-diagnostics;WG-compiler-nll,A-diagnostics;WG-compiler-nll",,,,,,,51536
2018-06-08T23:21:11Z,743,"S-waiting-on-review,S-waiting-on-review",,,,,,,51538
2018-06-09T01:25:44Z,8,E-easy,,,,,,,51542
2018-06-09T14:15:06Z,95,"S-waiting-on-review,S-waiting-on-review",,,,,,,51549
2018-06-09T20:33:54Z,1254,NULL,,,,,,,51555
2018-06-09T21:28:28Z,837,"B-RFC-approved;T-lang,B-RFC-approved;T-lang",,,,,,,51562
2018-06-09T22:11:25Z,8,NULL,,,,,,,51563
2018-06-09T23:52:08Z,1489,NULL,,,,,,,51564
2018-06-10T06:35:41Z,2,NULL,,,,,,,51566
2018-06-10T11:22:56Z,69,"B-unstable;T-libs,B-unstable;T-libs",,,,,,,51569
2018-06-10T21:39:46Z,705,NULL,,,,,,,51571
