Month,A-NLL,A-allocators,A-amusing,A-associated-items,A-async-await,A-attributes,A-bitrig,A-bsd,A-build,A-closures,A-codegen,A-collections,A-concurrency,A-const-fn,A-debuginfo,A-destructors,A-diagnostics,A-docs,A-dragonflybsd,A-dst,A-edition-2018-lints,A-frontend,A-hir,A-infrastructure,A-io,A-iterators,A-lang,A-libs,A-lifetimes,A-linkage,A-lint,A-linux,A-llvm,A-macros,A-macros-1.2,A-mir,A-openbsd,A-parallel-queries,A-parser,A-plugin,A-resolve,A-runtime,A-rust-2018-preview,A-rustbuild,A-rustdoc,A-save-analysis,A-stability,A-syntaxext,A-testsuite,A-tools,A-traits,A-typesystem,A-unicode,A-windows,A-x86_64,T-compiler,T-core,T-dev-tools,T-dev-tools-rustdoc,T-doc,T-infra,T-lang,T-libs,T-release,T-rustdoc,Unlabeled
2018-03,796,0,0,0,0,0,0,0,0,0,583,0,0,447,36,0,187,0,0,0,0,0,0,0,0,0,0,0,5874,0,0,0,0,4570,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,324,0,0,0,0,4335,0,0,0,886,1196,3842,1025,570,0,17989
2018-04,331,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,81,726,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,610,0,0,0,448,0,0,0,0,0,111,22,0,0,0,0,5,0,0,0,0,0,1730,0,0,60,292,0,6427,13772,2703,0,25229
2018-05,124,0,0,0,0,0,0,0,64,0,24,0,0,0,0,0,952,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,1349,1068,0,1480,1284,103,0,0,0,300,0,156,0,0,0,0,2341,0,0,0,41,0,2162,5160,0,41,66129
2018-06,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,232,0,0,0,0,0,0,0,0,274,491,157,0,0,0,1740,0,0,373,0,0,0,5554,0,0,2,232,0,254,514,0,1673,18215
2018-07,1956,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,12805,0,0,0,100,0,0,0,0,0,0,12,0,1,0,0,0,63,328,0,0,0,0,0,0,0,0,3616,1,0,0,0,1,0,0,0,0,0,0,3879,0,402,0,0,0,8962,727,810,6,24556
2018-08,182628,0,0,0,0,0,0,0,221,0,39,0,0,0,63,0,3787,0,0,0,197,0,0,0,0,0,0,0,0,503,134,0,0,103,0,0,0,0,0,0,0,0,78,0,106,0,0,0,2973,0,0,0,0,0,0,6655,0,2350,0,0,0,7633,2047,0,1574,103708
2018-09,7376,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,2495,234,0,0,0,0,0,0,0,0,0,0,304,63,1298,0,0,935,327,0,0,0,637,0,0,0,488,0,317,0,0,0,74475,0,0,99,0,0,0,8401,0,0,0,698,0,1327,4561,0,68,13685
2018-10,9042,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,2490,0,0,0,0,0,0,0,0,0,0,0,420,0,16,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,158,322,0,0,0,0,0,0,2740,0,128,0,911,7055,2296,1969,0,126,30198
2018-11,1087,0,0,0,0,0,0,0,0,0,0,0,0,85,2028,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,3864,0,157,0,0,2631,6181,1467,314,1920,37058
2018-12,189,0,1785,0,0,0,0,0,0,0,0,0,0,11,0,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,5,189,0,0,167,0,450,0,0,0,0,735,0,0,0,0,0,0,0,27,0,0,0,0,0,0,831,0,41,0,40,485,779,992,0,352,154771
2019-01,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367,35,0,0,0,0,0,0,69,0,0,0,0,0,242,0,0,0,0,0,0,0,2743,0,0,0,77,0,0,0,0,0,0,0,149,0,0,0,0,3519,0,112,0,204,1781,4370,6248,0,13,21370
2019-02,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,563,0,1852,0,753,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21272,0,0,0,0,15648,1510,3549,0,122,16563
2019-03,28592,0,0,0,889,0,0,0,2,0,31,0,0,0,0,0,741,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,279,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,2910,0,0,0,52,789,1470,627,0,905,14170
2019-04,6697,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,432,0,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,3476,0,0,0,160,902,52,2772,0,7018,14496
2019-05,1524,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1055,0,0,0,4310,0,328,0,0,0,0,0,64,0,1290,0,1234,0,0,0,0,0,3349,0,0,0,0,1589,0,0,0,0,1609,0,0,0,0,0,0,8233,0,0,0,333,1437,4008,1917,0,101,9895
2019-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,73,10723,222,0,246,7355
